-0.000815506-0.0148843j 0.00348331+0.018889j 0.00394416+0.0206884j 0.000679054+0.0242667j -0.0030654-0.0121297j -0.00576728-0.0296904j -0.000987269+0.0393558j 0.00357225+0.0141976j 0.00180601-0.00969902j 0.00552956+0.0247136j 0.0079036-0.0404365j 0.00251191-0.0127444j 0.00076426-0.0294461j 0.0133483+0.0439791j 0.00266202-0.00564333j -0.00923972-0.00712922j 0.0037412+0.00712819j -0.00574204-0.0391777j -0.00689856+0.0176245j 0.000993712-0.00357214j -0.00585942-0.027781j -0.0145231-0.0369313j -0.00121262+0.0141214j 0.00558541-0.000788761j 0.0069213+0.00897634j 0.00209019+0.00221533j 0.00237816+0.0310119j 0.00439567+0.0135053j -0.00647767-0.00639852j -0.000696089+0.0108031j -0.000667014+0.0215252j 0.00182901-0.00192723j 0.00589017+0.00235237j -0.00174848-0.0103604j -0.0234071+0.0076655j 0.0254166-0.0017652j -0.0123404-0.0279237j 0.00368302+0.00232161j 0.00150015-0.0176403j 0.00387793+0.00141289j 0.00179394+0.0360438j 0.0102655+0.0205281j 0.00494573-0.0403193j 0.00826167-0.0133392j 0.00464182-0.0201827j 0.00677037+0.0503416j 0.00628113+0.0279098j 0.00327353-0.057578j -0.00119516-0.0112781j -0.0207406-0.039878j -0.0127144+0.000476448j -0.0169016+0.00172576j -0.0135372+0.018745j 0.0156596+0.0749324j -8.86109e-05+0.0569893j 0.0571592+0.203793j 0.0646539-0.132214j 0.00313281-0.274516j 0.111594+0.181295j 0.0570621-0.162076j -0.0436169-0.202281j -0.0120155-0.03869j -0.0396997+0.0051808j 0.0218117+0.0648769j -0.00701101+0.0531954j 0.0214893-0.000689744j 0.00575944-0.0127301j 0.0061043+0.0132937j -0.00516586-0.433878j 
-0.00335221+0.00549346j 0.00106606-0.0311454j 0.00974437+0.0223217j -0.00115736+0.0223509j 0.00668027+0.0110616j 0.0169294-0.0086363j -0.0140993-0.030445j -0.00402221+0.00778795j -0.0132116-0.0398524j -0.015111-0.000687575j 0.00122053+0.00231486j 0.029958+0.00801838j 0.00293918-0.00545631j 0.0511238+0.0176361j 0.00964028-0.0618119j 0.0348053-0.0128298j 0.0184105-0.0704172j 0.000513778-0.0637594j 0.0146222-0.00501242j -0.0552879-0.0229316j -0.0123486-0.0254547j -0.00146247+0.0210247j 0.0479334+0.106663j -0.125461+0.0508695j 0.00209739+0.0337848j 0.0227446-0.0281243j 0.0503708+0.00905514j -0.0555491+0.00518j 0.029391-0.00550442j -0.16129-0.0670681j 0.115873-0.0733889j 0.119668-0.10365j -0.0734528-0.0986415j -0.104114+0.0615277j 0.00498366-0.181717j 0.059286+0.0845714j -0.0161277+0.0316899j -0.00404996+0.0807532j 0.0297966-0.0287195j -0.0019016+0.0623118j 0.030432-0.0358467j 0.0104015+0.0166172j 0.0130721-0.0374337j -0.0378888+0.0301692j -0.0296182+0.00382645j -0.0324527+0.0499034j -0.0340314+0.0126702j -0.0461331+0.0280123j 0.00111717-0.0133589j -0.0194473-0.0045879j 0.0266887-0.00745563j -0.0146112-0.0235915j -0.00278241+0.0327783j 0.0129489+0.0158121j 0.0285911-0.0282631j 0.0142192+0.0191374j -0.00426071-0.00141557j -0.0133173-0.00496284j -0.00816726-0.0321329j 0.0229941+0.0206163j -0.0263842+0.00293137j 0.0125433-0.0141628j 0.0172924+0.0243197j 0.0100851+0.00482369j -0.0105617+0.0122146j -0.0115282+0.00352601j 0.000175891-0.0174283j 0.000143197-0.0124856j 0.000916913-0.00484296j 
-0.00987985-0.00784319j 0.000834083-0.00186695j 0.00275806-0.0280508j 0.00266123+0.0267062j -0.0127143-0.0378557j 0.00985065-0.0209591j 0.00814163-0.00711906j -0.0337529-0.000307512j -0.041945-0.0105892j 0.0252824+0.0766872j 0.0305834+0.0655603j -0.0143915+0.0114959j 0.0570247+0.11269j 0.0943719-0.0201438j -0.00838919+0.0026362j 0.0465585-0.0191779j -0.0273592-0.0138908j 0.0269107+0.00253975j 0.041397+0.0106457j -0.0587461+0.02655j 0.0342043-0.00469182j -0.128845+0.00686229j 0.0470492+0.0596028j -0.120827+0.00622439j -0.0501026-0.0115518j -0.27093-0.0767024j 0.00470562+0.116699j -0.066441+0.0624995j 0.191047-0.0259283j -0.103326-0.0859327j -0.133308-0.0455198j 0.114182+0.0389791j 0.00502362-0.124504j 0.0201998+0.0406296j 0.034738+0.0194867j 0.111767-0.0353962j 0.0128047+0.0914896j 0.0530123-0.00446327j 0.0171113-0.0304567j -0.0460591-0.0289035j 0.00680375+0.00502227j 0.035361-0.0114693j -0.0255967+0.0327842j 0.0118267+0.00246711j 0.0669805+0.0475075j 0.00593934+0.00050895j -0.0276008+0.0101325j -0.0364686-0.0303479j 0.00184777-0.000786479j -0.0350585-0.0141894j 0.00642045+0.00518358j 0.023576-0.0125355j 0.0135167+0.00294796j -0.0194177-0.0052796j 0.0159893+0.00751608j 0.00514025+0.018118j 0.0182606+0.0106357j -0.0142103+0.000702869j -0.00243537-0.00986617j -0.00771655-0.0353373j 0.00173074+0.0081784j 0.00023418-0.00590705j 0.0115148-0.00995355j 0.00708646-0.0103818j -0.00129234+0.0234788j -0.00529919+0.0284961j 0.0108419-0.00165906j 0.0073969-0.00678117j -0.00704875-7.04901e-05j 
-0.00374766-0.00632163j -0.00194825-0.00219137j 0.00810455+0.00627647j 0.00642845+0.00157997j 0.00118517+0.0288145j -0.0210244-0.0406608j -0.025207-0.0141975j -0.00900803+0.0497175j -0.0158774-0.0530329j -0.00428865+0.000165222j -0.0437981+0.0181166j 0.0178625+0.0464973j -0.0460921-0.0146036j 0.0770095+0.0135738j 0.0446527+0.00659515j 0.0112986-0.0333683j 0.054364+0.107028j -0.0523442+0.136009j 0.0219615+0.00778954j 0.0424744-0.0432319j -0.0273176+0.0248717j 0.0540151+0.0227806j 0.114361-0.0791774j -0.0496771-0.0912039j -0.0634816-0.135559j -2.96492e-05+0.0914894j -0.0243098-0.0308197j -0.168184+0.0513671j 0.154998+0.0257574j -0.0032136-0.029694j -0.0383794+0.176401j -0.0513059+0.171967j 0.00105246+0.0439268j 0.0519996-0.0625935j -0.0854757-0.0676597j -0.0541033+0.0674988j -0.0268195-0.070368j 0.063423-0.0418565j 0.0777451+0.0561199j 0.00607761-0.0539133j -0.0514035+0.0851109j 0.0191133-0.0523681j 0.0431932-0.0209434j -0.00895694+0.0714086j 0.0245823-0.00486247j 0.0292198-0.0754006j -0.0134119-0.00485391j -0.0121346-0.0064532j -0.0101245-0.00524658j 0.00406644+0.0291371j 0.0101748+0.0302811j -0.0255047+0.0142478j -0.00506192-0.0200925j 0.00492411-0.0349326j 0.0238995+0.00544834j 0.0105082+0.0238667j 0.0114944+0.000887799j -0.00206823-0.0180818j -0.00475086-0.00835726j 0.0217837+0.0123859j -0.00881256+0.00147746j 0.00860862-0.0436487j 0.00902782+0.00895022j -0.0126624+0.0100373j -0.0068878+0.00174192j -0.0102565-0.00874606j -0.000267675+0.00444714j 0.00541235+0.00877805j -0.00521919-0.00468365j 
-0.00206658-0.0213042j 0.012251+0.00333547j 0.00765175+0.0557069j -0.019513-0.0421181j 0.00853422-0.001505j -0.0376977+0.0138131j -0.0236548+0.035694j 0.0753719-0.0163337j -0.00157133-0.00120217j -0.0538012+0.011437j -0.00532399+0.0550848j -0.00678715-0.0162128j 0.00589296+0.0326973j 0.024553-0.0280368j 0.0336588-0.0147013j -0.060492+0.0283604j 0.0268326-0.0509251j -0.093934+0.0297396j 0.0715542+0.0296722j 0.00105711+0.00596754j -0.0502169-0.00719148j -0.0522317-0.0826372j -0.0461318-0.0133526j -0.113712+0.00947242j -0.0172708+0.0971954j 0.103473-0.0685739j 0.125994+0.0606794j -0.195909+0.0173543j 0.222454-0.0382439j 0.0971009-0.0376755j 0.0666948-0.0206341j 0.012288+0.0487993j 0.0684995+0.0303447j -0.0172077+0.028767j -0.00716478+0.00625817j 0.024951-0.0713116j 0.0235175+0.0794025j -0.00711848+0.0139678j -0.00135285-0.0103603j 0.00128656-0.0146336j 0.0567302-0.0188894j -0.041425-0.0387823j -0.0170312-0.0110275j 0.06114-0.0286857j -0.0809084+0.039116j -0.0486283+0.00227416j -0.00300176+0.0331793j 0.0081673+0.00729696j -0.0262256+0.034245j 0.0483165-0.027318j 0.00883158-0.0532208j -0.00700602-0.00165498j -0.0129195-0.0017395j -0.00952735+0.00412677j -0.0165735+0.0109989j 0.0100757+0.0148238j -0.00752332-0.00862456j -0.00279142+0.0160634j -0.0182996-0.00288987j 0.0122057-0.0188737j -0.0121626-0.00543324j -0.0259593+0.0278759j 0.0161767+0.017842j 0.0162119+0.0129555j 0.00379511-0.00500764j -0.00772748-0.0224106j 0.0134673-0.00492058j 0.00625603+0.0032489j 0.00637518-0.00913852j 
-0.0102766-0.0273028j 0.00990339-0.0278668j -0.00111615-0.0242958j 0.0175385+0.0154044j -0.0101753+0.0347673j 0.00779706+0.0625847j 0.0373173-0.0367941j -0.0172573+0.0410413j 0.0209161-0.0155559j -0.0670146-0.0183395j -0.0238115+0.0460606j -0.0381458+0.010343j 0.0351287+0.0223786j 0.0180774-0.0671562j -0.0313945+0.0452246j 0.0235318+0.00705662j -0.0397363-0.00447288j 0.0536065-0.0397821j -0.0298246+0.0595394j 0.0102695-0.0290834j 0.11706-0.069419j -0.0405929-0.0138323j -0.116441+0.0444452j 0.154191-0.0560377j 0.0452615+0.111635j 0.00862503-0.0405269j -0.0422806+0.0890904j -0.13108+0.0345562j 0.0143979+0.016493j 0.159124+0.0268031j 0.102527-0.0637194j -0.0240431-0.0146163j 0.0202234+0.0676063j -0.0188518-0.0368546j 0.0392665+0.0559173j -0.028517-0.0188461j -0.0461714+0.0727202j 0.0922499-0.0721355j 0.0345041-0.100288j -0.0420301+0.0169443j -0.0250798-0.0336595j 0.0460465-0.0730236j 0.0241282-0.0729637j 0.0120692-0.0507493j -0.0529482+0.0193064j 0.0235093-0.00455768j -0.00216563+0.0181841j 0.00896014-0.0147212j -0.0154575+0.0315107j 0.00848539-0.00634787j -0.0335066-0.0196644j -0.0221892+0.00672502j 0.00660879+0.010495j -0.00842977+0.0201826j 0.0259939-0.00383854j -0.00736017+0.0442124j 0.0175495-0.0293561j -0.00652854+0.0117229j 0.0142597+0.000667366j -0.00335836+0.0211804j -0.00628717+0.00262804j 0.00662663-0.00731753j 6.98156e-05+0.00963882j 0.00799422+0.000339373j 0.00705596-0.0120415j 0.00175432-0.00636777j 0.00144089-0.0176449j 0.00816988-0.0174295j -0.00484034-0.00294196j 
0.00357457+0.00716696j -0.00488048+0.0115796j 0.0146352-0.0142794j 0.00205133+0.0429026j 0.0070339-0.0254558j -0.0267386-0.044242j -0.0125067+0.0421613j -0.0728733-0.0229698j -0.0176188+0.0135931j 0.0323581-0.0527394j -0.00491484+0.0225272j -0.00149276-0.0983662j -0.0357924-0.0246215j -0.000183491+0.0281125j 0.00242482+0.105953j 0.0147718+0.0298662j 0.00479839+0.0182081j -0.0321902-0.0368956j 0.0586675+0.0483431j 0.0204955-0.0212859j 0.0870524+0.00601778j 0.0745931-0.144658j 0.0288491-0.0664808j 0.125849+0.0555774j -0.0439537+0.0687409j -0.0976201-0.105171j 0.0674954-0.00650007j -0.155899-0.261184j -0.0925365+0.081377j -0.127519+0.0912442j 0.00805137-0.0766435j 0.0624355-0.0255341j -0.0204831+0.247323j 0.00843209-0.0310489j -0.0742306-0.0591394j 0.0439371+0.000170198j 0.0124927+0.0269963j 0.066674+0.000379071j 0.0474966+0.0288798j -0.0287552-0.0200441j 0.0176803-0.0199387j 0.0252045-0.0246905j -0.00874395+0.0443261j -0.00892898+0.021836j -0.029245-0.00571658j 0.0100789-0.0098768j -0.0366158+0.0347124j -0.0359026+0.0319726j -0.0215738-0.0060266j -0.0239987-0.00830017j 0.0424719-0.0101625j 0.0145439+0.0157688j -0.023173-0.00790985j -0.000520317-0.0347777j 0.017022+0.00243482j -0.00133793-0.00574431j 0.00580995-0.00786217j 0.00168921+0.016198j -0.00252114+0.0099064j -0.0017962-0.0324949j -0.0220428+0.0241102j 0.00698078-0.0212574j 0.00506361-0.00993787j -0.00306171-0.0107349j -0.017817+0.0256706j -0.0103868+0.023351j 0.00987726-5.38005e-05j -4.18054e-06-0.00533868j 0.00162704-0.00627258j 
-0.0191266+0.0314246j -0.00431754-0.0420093j -0.00345982+0.0226021j -0.0107718-0.00392425j -0.0309376-0.0291346j 0.00831831+0.000819164j -0.036985-0.0593957j 0.00258696-0.0192849j 0.0954065-0.0290572j -0.0308391-0.00293234j 0.0361091-0.00945228j 0.0252254-0.0625169j -0.0285935+0.0959788j 0.13646+0.122272j -0.0387554-0.0643772j 0.0483485+0.031858j 0.0829628+0.0352813j 0.00543911-0.0224512j 0.047481+0.000800299j 0.0604711-0.0430024j -0.0294371-0.0226119j 0.0752247+0.0339194j 0.208501+0.0171705j 0.0827017-0.0373825j 0.0646535-0.0281342j 0.112821-0.126771j 0.0874996+0.109983j -0.00835491-0.114751j 0.0125441+0.125849j 0.116231+0.0773075j -0.00951564+0.0200278j -0.0723377+0.0138213j 0.0124806-0.121031j 0.0640064-0.0311095j 0.0772767+0.065395j 0.0659002+0.0253969j 0.0451548+0.0531554j -0.036738+0.000634433j 0.00192533+0.0955364j 0.0108822-0.036938j -0.0239635-0.024454j -0.00259193+0.0185221j -0.0300754+0.120415j 0.00881982+0.0205581j -0.0136686+0.0381036j -0.0110641+0.0336038j 0.0172134-0.0482941j 0.0117169-0.046904j 0.00147105-0.0196772j 0.0448869-0.0165184j -0.00273161+0.0521545j -0.0140412-0.00783692j 0.0111512+0.00317374j -0.0138628+0.00311901j 0.00303339+0.00877057j 0.0324248+0.000422113j -0.00173658-0.0108359j -0.021268-0.00920593j -0.0308983+0.00131188j -0.000378953-0.0102996j -0.0146321+0.00725011j -0.00986806+0.0272624j 0.027371-0.0163909j 0.00362288-0.031219j 0.00981421+0.00132629j -0.00589828+0.0111017j 0.00246672-0.012314j 0.00196157-0.0169342j -0.00496749+0.0157341j 
0.0121235-0.00474312j 0.00744799+0.0187876j 0.00798424+0.0273613j -0.0107803+0.0442189j -0.0120329-0.0252723j 0.00598393+0.0437145j 0.00404354+0.0512147j -0.0489217-0.00959373j 0.0192513+0.0190207j -0.0161578-0.0328494j 0.00162236-0.0246003j -0.0925249+0.025143j 0.0227835-0.0522296j -0.0155203-0.0456242j -0.105905-0.102207j 0.00839392-0.0212424j -0.00288922+0.00707995j 0.0167595+0.0743029j 0.0903288-0.11905j -0.0151867-0.00616214j 0.104327+0.0979506j -0.00226192+0.0329335j -0.0184694-0.0443238j 0.12808+0.123897j 0.193936+0.0113091j -0.150447+0.0380195j 0.0865538+0.0345681j -0.142228+0.0353769j -0.151088-0.131189j 0.0780969-0.0652523j -0.0686145+0.209089j 0.0319047-0.00808237j 0.0307391-0.107108j -0.00707646-0.0103624j 0.00345366-0.0386908j -0.00372408-0.079535j 0.0465081-0.0184437j -0.0538988+0.0716823j -0.0133192+0.0703824j -0.00382034+0.00680602j 0.00698709+0.00681718j -0.00256889+0.0429892j -0.0153182-0.0226555j -0.000280041+0.0367024j -0.034321-0.0300128j -0.0124326+0.0227407j -0.0055057+0.0130098j -0.00752445+0.0159141j -0.00617086-0.0101024j -0.0221753+0.0106833j 0.0384543-0.0411606j 0.028665-0.0526404j -0.0191368+0.0153161j 0.0051297+0.0258153j 0.0186672-0.0251119j -0.0234234+0.0162688j -0.00425271+0.0112558j 0.00503122-0.0105428j 0.0235045-0.019632j 0.00170878+0.0149146j -0.018143+0.000191106j 0.0022627+0.00285189j -0.0132786+0.0331381j 0.000789365+0.0208285j -0.0059763+0.0210805j 0.00726257+0.00501965j 0.00563322-0.00571329j -4.14051e-05+0.00129964j 0.0102057-0.0167499j 
0.0074521+0.00381471j -0.00407476+0.0438829j 0.0272829+0.0507814j -0.0128016+0.0480775j -0.0618934+0.0267239j -0.0523509-0.0576584j 0.0402003-0.018963j 0.0543961-0.0019533j 0.0164175-0.0250717j 0.0498861-0.0515712j 0.0355997+0.013866j -0.0681156+0.0215316j -0.108214-0.0442501j 0.00665772+0.00282271j -0.0301955+0.0438386j 0.192906+0.0324755j -0.136148-0.00997721j 0.0531598-0.0273495j 0.0325908-0.0353207j 0.151459+0.0164011j -0.00278993+0.0159947j -0.0625091+0.0241459j 0.00844625+0.0567931j -0.0276492+0.0142353j -0.14381+0.00907595j 0.151386+0.0388755j 0.020738+0.000239798j 0.0160399-0.0602172j 0.0816732+0.0252077j -0.109366-0.0405735j 0.011601-0.0307419j -0.0497228-0.014933j 0.0331556+0.0508078j -0.0333432-0.00445112j 0.0316164-0.0221663j -0.0355039-0.0840018j 0.0253729-0.015587j -0.0951593+0.0279561j -0.0199798+0.0402161j -0.0285758+0.0174384j 0.0328723-0.011736j 0.00551759+0.0144417j 0.0993813+0.0185559j -0.0109738-0.0428949j -0.0377692-0.0297638j -0.0465429-0.0112995j 0.0255162+0.0135475j 0.00794479+0.0183622j -0.0166007+0.00746563j 0.0381407-0.0144002j -0.020946-0.0036184j -0.0313772-0.020911j -0.00559933-0.022033j -0.0211769+0.0226851j -0.0233021+0.00551489j 0.0226105-0.0168427j 0.00210803+0.00538745j 0.0257305+0.00791751j -0.0261351+0.00231906j -0.00478746-0.00245558j 0.0035242-0.022981j -0.00154499+0.0244657j 0.00107708+0.0134783j -0.000832139+0.00755894j 0.0106347+0.00352228j 0.0116159-0.0108967j -0.00799982+0.0180525j 0.00330998+0.0242632j -0.00105683-0.00435777j 
-0.00236484+0.0240195j -0.0138159-0.019421j -0.018334+0.00179898j 0.0061945+0.00513553j -0.0308557-0.0428336j 0.0369241-0.0196549j 0.0101923+0.0864441j -0.0160468+0.110753j -0.0525899+0.016596j -0.0633957+0.0749559j 0.12219-0.0503364j -0.0584939+0.0282736j -0.00815928-0.0262505j -0.000980753+0.0781484j -0.0192444+0.0233836j 0.102307-0.000882873j -0.0759931-0.00426715j 0.102785+0.0153341j -0.127539+0.006301j -0.000249934+0.0186235j 0.121224-0.0102129j -0.253317-0.0177398j -0.0713329+0.00287695j -0.0158785-0.102908j 0.133042-0.111394j -0.054319+0.0781855j -0.00342562-0.124148j -0.0629237+0.151069j 0.0393848+0.114545j -0.0833738+0.0219029j 0.136375-0.0180117j -0.0549205-0.0167573j -0.0454715-0.00655901j 0.0387132-0.0297853j -0.00147382+0.00875577j -0.00228582+0.0348055j -0.0353583-0.0620116j -0.0327706-0.0599421j -0.0377999+0.0171094j -0.0138026+0.00270364j 0.00671803-0.0107427j 0.0336545+0.0132544j -0.0221635+0.10365j 0.000513916-0.0245796j -0.0161496+0.0136112j 0.0138149+0.0034385j -0.00338806-0.000836139j -0.0153952+0.00923802j -0.00817867+0.012133j 0.0372554+0.0200587j -0.0284269-0.0404029j -0.00309249-0.00485941j 0.0238439-0.00159403j -0.000420012-0.020839j -0.0349557-0.0272712j 0.0105197-0.00228731j -0.0114902+0.00581164j 0.00207232+0.0121472j -0.00358976+0.00178443j -0.00172611-0.0318171j 0.0247646+0.0424182j 0.00155954+0.0100054j 0.00681176-0.0266429j -0.00932268-0.00684853j 0.00675863+0.00541389j 0.010382+0.0150136j -0.00368814-0.00564474j -0.0129598-0.00293076j -0.000798217+0.00122051j 
-0.000609107-0.0696096j 0.0221673+0.0025034j -0.000727391-0.0210249j 0.030807+0.00015607j -0.0184467-0.00622206j -0.0236252-0.0193363j 0.0305248-0.0272038j 0.0186041+0.0305915j -0.0397474+0.085355j -0.0666538-0.0422201j -0.0561861+0.0243327j 0.0136359-0.12627j 0.0434871+0.0938868j -0.0397206-0.0628034j 0.00333515-0.0270426j 0.0896037-0.116096j -0.0367551+0.101533j 0.0612811-0.025267j -0.00772592-0.0593752j 0.0676995-0.0299326j -0.0084903+0.0353796j -0.0770305-0.0118653j 0.0755788-0.102614j -0.0331282+0.125225j 0.0352804+0.0115535j 0.0711759+0.00147032j -0.0273929+0.112306j 0.0209823+0.0238357j 0.0205381-0.0126675j -0.0947908+0.237691j -0.00729354+0.0386979j -0.0357539-0.039289j 0.0291787+0.018554j 0.0524388+0.0244683j -0.0757953+0.107251j 0.1488+0.0772083j 0.000110529+0.00572357j -0.0439264-0.00955024j -0.0155009-0.0426317j 0.0141764-0.0447459j 0.0152455-0.00929629j -0.0109947+0.053314j -0.00923091+0.0132984j -0.000540727+0.0546203j 0.00430135-0.027847j -0.0133733+0.0166266j 0.0329249+0.00767482j 0.0174115-0.0258681j 0.0114921-0.0382277j 0.0305153+0.0828796j -0.0360822-0.0230763j -0.0104917-0.0261563j -0.00390788+0.0347226j 0.00715832-0.0501472j -0.0193038+0.0293077j 0.00158656+0.0413935j 0.00919261+0.0412223j 0.00236207-0.0274228j 0.0246849-0.0333311j -0.00394502-0.0024159j 0.00712055-0.00323238j -0.0123067-0.0157816j -0.00939897+0.0468773j 0.00416333-0.0133246j 0.0138685+0.00946501j 0.0115331-0.0266834j 0.00967045+0.00726734j 0.00846191+0.00115856j -0.00403639-0.0278343j 
0.0122664-0.0014869j 0.0114259+0.0149392j 0.0147316-0.0297904j 0.00692211-0.00694244j -0.0232897+0.0972994j 0.0581439+0.092631j -0.0458214+0.0182138j 0.0244598-0.0481842j -0.0397142-0.0107016j -0.001048-0.0399697j -0.0253657-0.109591j -0.0472844-0.0282918j 0.0893582-0.0722608j 0.0435483+0.0208161j -0.00399137-0.00328963j -0.0160584-0.0651538j 0.11255+0.0352385j 0.0384342-0.0608951j -0.0466437-0.0564284j -0.154189-0.0560827j -0.0375633-0.0155403j -0.0769603-0.0375668j 0.144942-0.0898347j -0.19699-0.0149735j 0.161119+0.0307922j -0.0405267-0.0118378j 0.0434025-0.0768002j 0.0699007-0.0839568j 0.142176+0.0409351j 0.0584041+0.138398j 0.018203+0.0361878j 0.106392-0.0438284j -0.133333+0.0645755j -0.0185759-0.0142845j 0.0226707-0.0258079j -0.0512961-0.0692353j 0.00913185-0.0803782j -0.0104704+0.0794539j -0.00518833+0.0495892j 0.00564447+0.000996178j 0.0311918-0.0517047j -0.0186769+0.0137151j -0.0406946-0.00884466j -0.0133426+0.00443347j -0.0508186+0.00955293j -0.0296255+0.038637j -0.0122197-0.00411372j 0.0213042+0.0209036j 0.0126385-0.0181341j -0.00182453-0.0315969j 0.00086221+0.00538941j -0.0150967+0.016998j 0.00897898-0.00898592j 0.025604+0.0142404j -0.0175555+0.00212468j -0.0213426-0.0230225j -0.00342157-0.0154164j -0.0227451+0.010344j -0.0120497+0.0203559j -0.00403102+0.00838847j 0.00168259+0.00713087j 0.00562149+0.0260227j -0.00265805-0.00822665j 0.0279113-0.0124667j 0.0160901-0.0156963j 0.0128915-0.0125578j 0.00109282-0.00819183j 0.00158548-0.013272j 0.011764+0.00654707j 
2.87745e-05-0.0195665j -0.00167063-0.0167559j 0.00298986-0.0163594j -0.00987319-0.0056071j 0.0500218+0.0851489j 0.0238645-0.10679j 0.067071+0.0408124j 0.0447447-0.0527009j 0.00950784-0.120902j 0.0241666+0.0311462j 0.00302687+0.0362924j 0.0104396-0.0309768j 0.0537323+0.0526303j -0.100796+0.0820824j 0.0586606-0.0243849j -0.0764477-0.0464277j -0.143218-0.00919657j -0.0513684-0.024581j -0.018859-0.0179022j -0.143303-0.012034j 0.00992462-0.0231664j -0.0405381-0.00540003j -0.301003-0.0956302j -0.0408153-0.00869224j -0.00564985-0.145465j -0.000705618-0.144442j 0.019202+0.0273998j 0.116872-0.114071j -0.05772+0.0529242j 0.0257723-0.0917356j -0.0176266-0.00630534j -0.0324641+0.0412382j 0.0242612-0.00165603j 0.0332986+0.0544825j 0.0109187+0.00371445j 0.0562981-0.0361055j 0.0334799+0.0194127j -0.0225019+0.0778003j -0.054868+0.0614398j 0.030861-0.0521263j 0.0156327+0.029673j -0.0271949+0.0162429j 0.0196353+0.0247482j -0.0450709+0.0774951j 0.0075598+0.0698342j -0.00719058+0.0338418j 0.00314193-0.0197051j 0.00666761-0.0577038j -0.000271336-0.0315092j -0.0369391-0.0338403j -0.0127128+0.0512958j 0.00516221+0.018629j -0.00973536-0.0107592j 0.0215045-0.00924474j -0.000710649+0.00922709j 0.00485543+0.0128466j -0.0146014+0.0108725j 0.00279456-0.0051314j 0.0048932-0.0197426j -0.00409958+0.00531048j -0.0150852+0.0106679j 0.0110007-0.0148252j -0.0087035+0.019528j 0.0122803-0.0224288j -0.00953136-0.00990253j -0.00693308-0.026015j -0.00681012+0.00751491j -0.00371071-0.00783794j -0.00176142-0.00979433j 
-0.0243785-0.0248344j 0.0038373-0.060465j -0.0312026-0.000964301j 0.00599513-0.0160092j 0.0301374-0.0533255j -0.0301587-0.021j 0.0228278-0.0823495j -0.00199051-0.00598452j 0.029996+0.0449946j -0.0389146-0.115432j 0.037941-0.1297j 0.0994442+0.0304735j 0.0539608-0.153184j 0.0155186+0.0709091j 0.024036-0.106079j -0.0264408+0.0108254j -0.0620665+0.0331027j -0.0361465-0.0545464j 0.0289414-0.0093077j 0.0695285+0.0452981j -0.00607405-0.026382j -0.0498053+0.134175j -0.0730578+0.107962j 0.0112271+0.0571733j -0.160413-0.00373109j -0.0640866+0.094976j 0.0058098-0.0586235j -0.0187486-0.103724j 0.0392745+0.00807288j -0.0863623+0.101127j -0.0687256+0.102971j 0.0473407-0.118355j 0.0398527+0.0275677j 0.0288029-0.0579168j 0.0769215-0.0223288j -0.118113-0.119314j -8.07936e-05-0.0899617j 0.018625+0.0553111j 0.00467635+0.0759404j -0.0411749+0.0370642j 0.0289675-0.0710199j 0.020527+0.0287684j 0.00742091-0.00576855j 0.0208617-0.0066218j 0.0151682-0.0212861j -0.00287905+0.0365521j 0.00565214-0.00873717j -0.0214882+0.0141871j -0.0126826-0.0259347j -0.0129066-0.00540923j 0.0078067+0.0201427j 0.0140356-0.0159647j -0.000704253-0.00352175j -0.0271084+0.0260807j 0.0127906-0.0121669j 0.00392252+0.0286269j 0.0165087-0.0212647j -0.00195957+0.00941494j -0.0183744-0.016967j -0.0170438+0.0401605j 0.00526385-5.15214e-05j -0.0119665+0.0237449j 0.0117001+0.016542j -0.00146656-0.0338503j 0.0017955-0.0139552j -0.010935+0.00273882j 0.00577484-0.0292359j 0.00135188-0.0208376j -0.00762043+0.00898043j 
