-0.143079+2.77556e-17j 0.140355+0.00794496j 0.0970624+0.107348j 0.0345976+0.102677j -0.00178714-0.00927491j -0.0277687-0.0132733j 0.0482373-0.00133669j 0.0239049+0.0555971j -0.0281793-0.0549898j -0.0237996+0.0265356j -0.0130221+0.00411679j -0.00196204-0.0810263j -0.0204485+0.0412676j -0.029303+0.0311232j 0.0208475-0.016214j 0.000864179-0.00159635j -0.0289941+0.0118864j -0.025715+0.0183961j 0.0138599+0.00447678j -0.00105613+0.00641505j -0.00879792-0.00421993j 0.0145185-0.0486298j 0.0223511+0.00889358j -0.0130992+0.0099032j -0.0150528+0.0231377j -0.0169187-0.00878058j -0.00860925+0.0105366j -0.020634-0.0133079j -0.0040709-0.0214147j 0.00897298+0.00574411j -0.0161869-0.00629146j -0.0128913+0.0140591j 0.0255046+0.00932039j -0.0031656+0.00136527j 0.022298-0.0100053j 0.00532664+0.0169791j -0.0355612+0.0209633j 0.00853052-0.00895398j 0.00492975-0.0255365j -0.0380096+0.0258835j -0.0130502+0.00675365j 0.0117294-0.00385324j -0.00861267+0.0182868j -0.0144668+0.0220557j -0.030465+0.0243717j 0.00274246+0.00907878j -0.00329026-0.000175138j -0.000972586+0.00582038j -0.00439657-0.00339236j -0.00701751-0.00732249j 0.00399398-0.0369703j 0.0229154-0.0221938j -0.00412544+0.0241727j 0.00899747+0.0219928j 0.000444927+0.0126869j -0.0124782+0.0381996j 0.0354763-0.0202395j 0.0104546-0.0222831j 0.0180269-0.0458911j -0.0086303-0.00773944j 0.00846587+0.0122169j -0.0167872-0.00185612j -0.00422078-0.00455576j 0.00181747+0.0208787j 0.00604262+0.0218382j 0.00435472+0.00229472j 0.00570066+0.00997145j -0.00417784-0.0120308j -0.0236652+0.0101166j -0.0111314-0.00654126j -0.00449416+0.0431709j 0.0151439-0.00100514j -0.0194779-0.0212833j -0.0271765+0.0368968j -0.00965714-0.0161034j -0.0311423-0.0168266j 0.00732924+0.0426844j -0.0297318+0.0244593j 0.0167108-0.00544621j -0.0225158-0.0134738j 0.0259667+0.0041015j -0.00136538+0.0422072j -0.0506197+0.0559689j -0.0129961-0.0498766j -0.00645058-0.0155143j -0.00713619+0.0862608j 0.0906419+0.212004j -0.346262-0.0501363j 0.0285902-0.182179j 0.000906219-0.095409j -0.0444126+0.0126659j -0.0611739+0.219771j 0.00445781-0.00332018j 0.0114672-0.0180466j 0.225273+0.144861j 
-0.0031656-0.00136527j 0.00489981-0.00673871j 0.0288456+0.00668029j -0.00791848+0.0055303j 0.00315169+0.00691589j 0.0163178+0.0237564j 0.0163592-0.0187653j 0.00468115+0.00921821j 0.00250507-0.0239203j 0.00572546+0.0035945j 0.0101809-0.00801401j -0.0165073-0.0375247j -0.0285333+0.0151046j 0.00147859-0.00347737j 0.00507884-0.00129359j 0.0121249-0.0181697j 0.0557713+0.00165213j 0.0914279-0.0325592j 0.00166813-0.00085979j 0.000919701+0.0318636j 0.0609505-0.0691617j -0.0164857-0.0080075j 0.0215252-5.13978e-05j -0.00891526-0.0464405j -0.0457243+0.0453159j -0.026432-0.00454436j -0.0246116-0.0203483j 0.0366336+0.0447901j 0.0754146-0.0708355j -0.0081899-0.0145483j -0.0319745+0.00452304j 0.023507+0.0947589j 0.0156821+0.00531636j 0.0553242-2.05391e-15j -0.0636562-0.00981732j 0.00497782-0.00386151j -0.0293303-0.0671508j 0.034935-0.033001j -0.0753945-0.0163278j -0.0475848+0.00401809j 0.0109696-0.0100971j 0.0498431+0.0183843j 0.00219342+0.014127j -0.0831561-0.0685382j 0.0604637-0.0510237j -0.0100317+0.0636117j 0.0705312-0.0431017j -0.0496298+0.0753434j -0.0610036-0.0503671j 0.0310876+0.0206933j -0.0359424-0.0792183j -0.0164437+0.0220622j 0.0326387+0.0555771j 0.00973756+0.0365071j -0.166716-0.0248206j 0.0495742+0.00425535j 0.0628726-0.0100264j -0.0883374+0.152907j 0.0267524-0.0718811j -0.0184297-0.0762388j -0.14164+0.0705723j -0.0325884+0.296131j 0.161376+0.0711839j 0.142324-0.0559986j 0.0128615-0.00952118j 0.0177187+0.00911332j 0.057557+0.0529204j -0.0536369+0.114972j 0.0136365+0.033361j 0.100633+0.0654681j -0.10256-0.0417233j 0.0176126-0.0668278j -0.0324261-0.00361533j 0.0872361+0.00132678j -0.0217531+0.113242j -0.0177419-0.0176653j -0.00653559+0.00868722j -0.0660505-0.0939535j 0.0206148-0.0346426j 0.0161176+5.40128e-05j -0.0498671-0.08955j -0.091946-0.0415206j 0.113382+0.0106624j 0.0103959+0.00231879j -0.038537+0.046289j 0.0186612-0.0462286j -0.0181868-0.0458367j -0.0467844+0.0118293j 0.00549878-0.0107155j -0.0237144+0.00946704j -0.00541942-0.0298049j -0.0315144+0.0241924j -0.010926-0.0137492j 0.00649701-0.00148189j -0.0167872-0.00185612j 
0.022298+0.0100053j -0.00508664+0.0109713j 0.0254342+0.0229523j 0.00161578+0.0177937j 0.0266952+0.0426892j 0.0252226-0.00187013j 0.00986637-0.0137076j 0.00677755+0.0302975j -0.00582659-0.0149599j -0.00108354-0.0264113j -0.00113307+0.0356246j -0.045019+0.0165831j -0.00919115-0.0221656j 0.0362368+0.0219696j -0.00163813+0.00052795j 0.0555229-0.0540669j 0.0678351+0.045833j 0.00273566-0.0229639j 0.0225608+0.048286j -0.0320374+0.00705876j 0.0271669-0.0703563j 0.0177578-0.0650474j -0.0148196+0.0244472j 0.0387566-0.00213136j -0.027172-0.0107502j 0.0877504+0.109162j -0.0404585+0.0118652j 0.00734954+0.0500922j -0.016939-0.0807901j -0.0178376+0.0152739j -0.0465514+0.000782277j -0.00112086-0.076737j -0.0378219+0.0434076j -0.0636562+0.00981732j 0.0542104+1.11022e-16j -0.00718774-0.0141907j 0.0177928+0.0334297j 0.0803713-0.0497457j -0.0357266-0.0487425j -0.0257962-0.0101082j 0.0180116+0.027337j -0.0278497-0.00975396j -0.00431515-0.0677117j -0.0130829-0.034021j 0.0613328-0.0239081j 0.0361884+0.0200235j -0.0182545-0.0471583j 0.110311+0.0496971j -0.00800362-0.00322921j 0.0106571+0.0276827j 0.118714+0.0269738j -0.034424-0.0184165j 0.0490434+0.0337475j -0.0733012-0.00964955j 0.0843539+0.00900457j -0.0635171-0.0369491j 0.170767-0.0409908j -0.147555-0.000748924j 0.125671-0.115104j 0.0148518+0.0437871j 0.255126-0.23998j 0.14164-0.0705723j 0.0177952-0.0188771j -0.123746+0.00290224j 0.0710786-0.0429613j 0.00204733+0.0288443j 0.183911-0.12874j -0.0683077+0.0124958j 0.0335764+0.046363j 0.0546246+0.0406296j -0.126769+0.0434903j 0.0062104-0.0929973j 0.0393302+0.0464521j 0.0344891-0.110526j -0.00826123+0.00455806j 0.0380027-0.0782546j -0.0502306+0.0159079j -0.0435663+0.0487299j -0.00302243-0.0057282j -0.0473252+0.0361663j -0.0355035+0.000986191j -0.0209047+0.0225576j 0.0121017-0.00482699j -0.00292438-0.0111944j -0.116335+0.0262823j -0.0256039-0.0559805j 0.0204487-0.000653391j -0.0268052+0.0235891j 0.0244922-0.0124206j -0.0307496+0.0198521j 0.0327403-0.0195068j -0.0256986+0.0720203j -0.040407-0.0182867j 0.00404217-0.00840167j -0.00846587-0.0122169j 
0.00532664-0.0169791j 0.00321385-0.00221937j 0.0289311+0.0089252j 0.00588594+0.0151416j 0.00807734+0.000487678j 0.0172671+0.00532229j 0.0225683+0.012176j 0.0273826+0.00224018j 0.0100503-0.00951795j -0.0182031-0.0319785j -0.0105972+4.04078e-05j -0.0100248+0.00864747j 0.00169429-0.0100412j -0.00746286-0.0158332j 0.0116464+0.0187671j 0.00445286-0.0136552j -0.0137292-0.0415406j 0.0365652+0.00725208j -0.00132329+0.00595708j -0.0184629-0.00118699j 0.0040137-0.00377938j 0.0128933-0.0114282j 0.0339207-0.0143664j 0.0150734-0.0713821j 0.0411626-0.0197906j 0.0140356-0.0210685j 0.00865826+0.018982j -0.0212163+0.0864404j 0.0856857-0.0231573j -0.00333889+0.00567852j 0.0949229+0.0642211j 0.0352342-0.00953519j -0.000468882-0.00591021j 0.00497782+0.00386151j -0.00718774+0.0141907j 0.0894692-6.38378e-16j 0.0169291+0.034797j -0.0202311+0.0082566j 0.0113109-0.107332j 0.0169462-0.0205769j -0.0413611-0.141893j -0.0772295-0.00279384j 0.0191782+0.00473797j 0.00586274-0.106436j 0.0305382-0.0554403j 0.0947293+0.031563j -0.0378618+0.254103j 0.0790206+0.143057j 0.093333-0.0321766j -0.0825233-0.0378297j -0.0112042+0.00339633j 0.0156078-0.00130551j -0.100339+0.1699j -0.0739161-0.0327504j -0.0426245+0.0300615j 0.114894+0.00946351j 0.0637128-0.0990289j -0.0525873-0.102361j 0.0519016+0.0923682j -0.00788611+0.115857j -0.0148518-0.0437871j -0.0184297-0.0762388j 0.139042-0.0551723j -0.0991393-0.102612j -0.0432574-0.0177363j 0.108228+0.012568j -0.0306689-0.128535j -0.0369457+0.224051j -0.00600018-0.0540622j 0.0804351+0.0332043j -0.0333051-0.0626605j -0.031749-0.0207908j -0.0301481+0.0886136j 0.0278109-0.0385444j 0.00190891+0.0597398j -0.0124127+0.018532j -0.0338206+0.0808685j -0.106566+0.0735353j -0.0555887-0.0246372j 0.0375568-0.000576604j 0.0507486-0.0207987j -0.0276045+0.0330973j 0.0265536+0.0459599j 0.0103317-0.0246027j 0.0110396-0.0158954j 0.0152368-0.0276398j 0.0130978-0.0142166j 0.00988751-0.0094744j 0.0144334-0.0205886j 0.00472079+0.00587388j 0.0186394-0.00577157j -0.0223077+0.0119097j -0.0094408-0.0581052j -0.000871227-0.00729865j -0.0086303-0.00773944j 
-0.0355612-0.0209633j -0.00655168+0.00025469j 0.00236079-0.0249692j -0.00054631+0.0471216j -0.0166854-0.000224983j -0.0382024+0.00805068j -0.0322342-0.0442573j -0.0108361-0.000783539j -0.0129857+0.00318464j 0.00787749+0.0354634j 0.0124113+0.0169976j -0.0184374-0.0516854j 0.00976028+0.0903549j 0.0100354+0.0497876j -0.0363609-0.0127827j 0.00139353-0.00586421j 0.0401396+0.00507197j 0.0157548+0.0171721j -0.0088118-0.0177181j 0.00621594+0.0125271j -0.0127515-0.110335j -0.0683588+0.0422762j 0.0105044-0.0122323j -0.0632554+0.0477564j -0.0187794-0.0395723j 0.0552316+0.0145882j -0.0637615-0.00220523j -0.0105191-0.0071074j -0.0146837+0.0129175j 0.0244368-0.0576838j -0.0610296-0.0243341j -0.00832645-0.00407563j -0.0163071+0.0268761j -0.0293303+0.0671508j 0.0177928-0.0334297j 0.0169291-0.034797j -0.077588-9.29812e-16j -0.00370252-0.0578673j 0.0785189+0.0202611j 0.0121762+0.13325j 0.0705625+0.0365981j -0.0529027-0.0487776j -0.0165806-0.0171787j -0.126947-0.0564855j -0.075884+0.0232437j -0.025005+0.0945254j -0.0962956+0.000325766j -0.10192+0.00349975j -0.0504278-0.130876j 0.0224324-0.0151761j -0.00291855+0.0667956j -0.0950938-0.0682418j 0.0421774-0.0283286j 0.0989778-0.00735499j 0.0306057+0.0503628j 0.0315722+0.0572597j 0.0185992+0.0636568j -0.139253+0.0687281j -0.0257889-0.169659j -0.0519016-0.0923682j 0.125671-0.115104j -0.0267524+0.0718811j -0.0952192+0.038746j -0.0252683+0.0736919j 0.146157+0.0345124j 0.0202749-0.0850631j -0.0981117-0.0534469j -0.0442092+0.114759j 0.041522-0.0727996j 0.00906105+0.0337016j 0.0586593-0.0381662j -0.0877748+0.0194764j -0.0439939+0.058921j 0.0411581-0.0121375j 0.00576345-0.0256173j 0.0464505-0.0129159j 0.103234+0.0501248j 0.00668259+0.0210241j 0.0147002-0.0364451j 0.0333723+0.0981253j -0.0119779-0.000179723j -0.0277418-0.00420469j 0.0238408-0.0760817j -0.042733+0.11683j 0.0147275-0.0420032j 0.0567866-0.0653826j -0.0392202+0.00498988j 0.0657886+0.00414549j -0.00310684+0.0496667j -0.00429077+0.00496455j 0.046633-0.0101836j -0.0418308-0.0220878j 0.00777334+0.0340125j -0.00291935-0.00562215j -0.0180269+0.0458911j 
0.00853052+0.00895398j -0.000189437-0.00429929j 0.00149823+0.0156259j 0.0137099-0.023975j 0.010337+0.00733352j -0.00888927-0.053841j 0.0111086+0.0654639j 0.0155401+0.0115384j 0.0100079+0.0109241j -0.00671278-0.0102122j -0.0142871+0.0795108j 0.0160762+0.0444796j 0.00588534-0.0221901j 0.00999913-0.0110592j -0.00333506-0.00557861j 0.0333087+0.0362252j -0.0334909+0.0176372j -0.0222801+0.0586124j 0.0468623-0.0334148j -0.018007+0.0165957j -0.0581528+0.0449393j 0.00805766-0.00930547j -0.0126033-0.0643675j 0.0195563-0.00335209j 0.0364404-0.00492588j -0.0863857+0.0297819j -0.0300252-0.0997865j -0.00992184+0.0443645j -0.0341303+0.0369425j 0.00734105+0.0326734j 0.0961012+0.0370236j 0.0686179-0.0948767j -0.0564468-0.0265554j 0.034935+0.033001j 0.0803713+0.0497457j -0.0202311-0.0082566j -0.00370252+0.0578673j 0.00565712-3.60822e-16j 0.0660223-0.120257j 0.0461583-1.14915e-05j 0.0487545-0.049594j 0.0783264+0.0125035j -0.0139765+0.0528354j -0.0561196+0.0344285j 0.0537367-0.00918865j -0.0180174-0.062378j 0.0646139+0.00188515j -0.0984328-0.0404026j -0.0514876-0.0501979j 0.0489929+0.0831169j 0.110315-0.00417507j -0.0362013+0.0589784j 0.0378137+0.0446996j 0.0105355+0.00816634j -0.0379325-0.080008j 0.0963838+0.0202785j -0.0401043+0.142662j -0.101567+0.160385j 0.139253-0.0687281j -0.0525873-0.102361j 0.147555+0.000748924j -0.0883374+0.152907j 0.0172356+0.0113019j -0.0315292+0.031281j -0.0376611+0.00510869j -0.113926+0.0537605j -0.0307624+0.012379j 0.0909913+0.0915346j -0.0487147-0.0560875j -0.0112721-0.0297982j -0.0582791+0.0560531j 0.0260996-0.0389637j 0.0430222+0.0479154j -0.0374344-0.0126166j 0.100495-0.114485j 0.0664785-0.0907544j 0.0130279+0.00108741j -0.00787749+0.0821311j -0.0466665+0.0502475j 0.0287832+0.0234208j 0.0575219-0.00415807j 0.0146806+0.0694538j -0.05948+0.0424443j -0.0655143+0.0341935j 0.032124-0.0484558j 0.00412699+0.0469923j 0.035988+0.0140624j 0.0139102-0.0424512j 0.0190405+0.0211297j 0.0125739+0.0329357j -0.0471316+0.0254544j -0.0104728+0.0136948j 0.000615089-0.0682825j 0.0024764-0.00565412j 0.0104546-0.0222831j 
0.00492975+0.0255365j -0.00591168+0.0266607j -0.0129005+0.000742759j 0.0351294+0.00563108j 0.00013701-0.00424557j 0.0220054-0.0087228j 0.00273282+0.02403j -0.0410034+0.0330136j -0.0088535+0.000910795j -0.0564674-0.0636888j 0.000736623-0.0465887j -0.0449503-0.0654975j -0.0482584-0.046393j 0.0214753-0.0087189j 0.00482358-0.0194895j -0.0441559-0.00920354j -0.0218914+0.0411966j -0.0499791-0.00101413j 0.0396409+0.066928j -0.00938778-0.0145924j -0.000773809+0.02239j 0.0772712+0.0589736j -0.00674862+0.00839268j -0.0169168-0.0530799j 0.0443682+0.0174847j 0.0138009-0.0126079j -0.0217878+0.0588639j 0.0829834+0.0141719j 0.0114253+0.0559502j -0.00294963+0.0268994j 0.00511206+0.00310166j -0.0244394-0.00510669j 0.0443866-0.0343403j -0.0753945+0.0163278j -0.0357266+0.0487425j 0.0113109+0.107332j 0.0785189-0.0202611j 0.0660223+0.120257j -0.0047933-1.76942e-16j -0.0210927-0.0725529j -0.0641739-0.0856028j 0.0055586-0.0344094j -0.0568762+0.00338517j -0.0223101+0.0481969j -0.00380875-0.0857465j -0.019086+0.0973649j 0.11575+0.0381078j -0.133249+0.0154446j -0.0538261-0.0831543j -0.016485-0.0823215j -0.0524244-0.135422j -0.0131904-0.0195675j 0.00338249-0.0230107j 0.00555075-0.00307382j 0.00413901+0.0309285j -0.032808+0.168896j 0.074737+0.0481591j -0.0401043+0.142662j -0.0185992-0.0636568j 0.0637128-0.0990289j -0.170767+0.0409908j 0.0628726-0.0100264j 0.0283443+0.0906091j -0.0324151-0.0569903j -0.0085301+0.0543373j 0.0856007+0.102842j -0.0372325+0.00324097j -0.0887141-0.0092549j 0.0660274-0.0196307j 0.0388444+0.11623j 0.045379+0.0273777j 0.100972+0.0737931j -0.000143594-0.0125905j -0.0410568-0.0660274j -0.0793497+0.0188803j 0.0283269-0.0183122j -0.0726973+0.0259682j 0.0174928-0.0219551j 0.0593948-0.0852107j 0.0804475-0.00440174j 0.0536594-0.00487778j 0.0573877-0.0325372j -0.0084635+0.0171545j -0.0377072-0.0867628j -0.0180241+0.114941j -0.0177789-0.0372763j 0.0322217-0.0356212j 0.0306015+0.000928037j 0.0105974-0.043552j -0.00203661-0.0143598j -0.0175561+0.0294679j -0.0120331+0.0449439j 0.00667197+0.0119511j 0.00920396+5.54965e-05j 0.0354763-0.0202395j 
-0.0380096-0.0258835j -0.0101259-0.0111427j 0.00151963-0.00101531j 0.00835206-0.00203312j -0.0113108+0.00163766j -0.0128571-0.00276124j -0.0180901-0.02514j 0.00309546-0.0217375j -0.0353018-0.0219571j 0.0293503+0.0275421j 0.00983337-0.00156662j 0.0255749+0.0416592j -0.0130328+0.0472006j -0.046521-0.044081j 0.0166186-0.0591228j 0.0081113-0.0327463j 0.000450496-0.0200976j -0.0288538+0.0683079j -0.0208064-0.0690955j 0.0225938+0.0104234j 0.0349566-0.0257602j 0.00334794+0.0193844j -0.00302732+0.0294568j 0.0327981+0.0562032j 0.0386098-0.00171472j 0.000493916+0.0360065j -0.0754047-0.0300682j -0.0761424+0.0280718j 0.0676738+0.0378259j -0.028962+0.0162937j 0.00957315+0.0255026j -0.0236428+0.00624936j -0.007754+0.0518937j -0.0475848-0.00401809j -0.0257962+0.0101082j 0.0169462+0.0205769j 0.0121762-0.13325j 0.0461583+1.14915e-05j -0.0210927+0.0725529j -0.136085+1.10467e-14j 0.0347453-0.0089963j -0.035656-0.0691641j -0.0180116+0.00648246j 0.0585644-0.0173033j -0.0169629-0.0204742j 0.0294943+0.00012145j -0.101994-0.0291367j -0.0289256+0.111578j -0.1489+0.0112856j -0.0708673-0.117553j -0.055227-0.0536577j -0.0724603-0.0129799j -0.156965+0.0529795j -0.00863447+0.0389517j 0.0733152-0.0914759j 0.167849+0.143371j -0.032808+0.168896j 0.0963838+0.0202785j -0.0315722-0.0572597j 0.114894+0.00946351j 0.0635171+0.0369491j 0.0495742+0.00425535j 0.0718126+0.0605535j 0.0133931+0.00566452j -0.0382171+0.0345103j 0.0546082+0.0044747j 0.0374512-0.0744539j -0.0380671-0.00766586j 0.101889-0.0926699j 0.0162861+0.0650216j -0.0388048-0.00482307j -0.0558559-0.064104j 0.113014+0.0490907j -0.0217144-0.0755283j -0.0356531+0.0432113j 0.0710329-0.0636946j -0.0109767-0.0679373j -0.0617054+0.026782j -0.0123971-0.00644123j 0.0255338+0.032431j -0.000772949+0.025031j 0.0173501-0.0153873j -0.0547625+0.0238698j -0.0249323-0.00770507j 0.00629759-0.0538415j 0.0266811-0.0125263j -0.014275+0.0363713j 0.00449839+0.0333745j -0.00946035+0.0536311j -0.000873637+0.0222182j 0.00305403+0.00401537j 0.00422407-0.00323131j 0.0277975-0.0159326j -0.00415815-0.00086755j -0.0124782+0.0381996j 
-0.0130502-0.00675365j -0.0240677+0.00898364j -0.0144151+0.0185212j -0.00282044+0.00346113j 0.0113817+0.0273657j 0.00512578-0.00421836j 0.0234064-0.00134563j -0.00982423-0.00799249j -0.00207405+0.011533j 0.000549697+0.0280902j 0.0324438+0.0481434j 0.0343559+0.049069j -0.0175352-0.0228875j -0.0126449-0.0863285j -0.00469932-0.0380006j -0.00944372-0.00281138j -0.0108509-0.0237599j -0.0887661+0.0584993j 0.00729565+0.0146703j -0.0635278-0.0385016j 0.00235522-0.0261623j 0.013055+0.00709924j 0.0214674+0.0575774j -0.009082+0.0344849j -0.0614435+0.0134082j 0.0392876+0.0152494j -0.0139761-0.0843022j -0.0156716+0.0129932j -0.0221436+0.0186188j 0.0757032+0.0222534j -0.0495782-0.0437624j -0.0122329+0.0722771j 0.0145057+0.0840169j 0.0109696+0.0100971j 0.0180116-0.027337j -0.0413611+0.141893j 0.0705625-0.0365981j 0.0487545+0.049594j -0.0641739+0.0856028j 0.0347453+0.0089963j 0.0348244-5.20417e-17j -0.011114-0.102571j 0.10563+0.0166787j 0.0794032+0.0125677j 0.00473035+0.037854j -0.157974+0.0936379j 0.0717157+0.138938j 0.115275+0.07591j -0.00938575-0.125682j -0.0383575+0.165591j 0.091579-0.0186138j 0.0378866+0.104919j 0.0128822-0.0750146j -0.0259174+0.049063j 0.127247-0.058155j 0.0733152-0.0914759j 0.00413901+0.0309285j -0.0379325-0.080008j -0.0306057-0.0503628j -0.0426245+0.0300615j -0.0843539-0.00900457j -0.166716-0.0248206j 0.0264486-0.03837j 0.136056-0.106517j -0.00867692-0.0072381j 0.0782244-0.109459j -0.0295073+0.0913794j 0.00555153+0.0772868j -0.0629392-0.0914643j 0.0352674+0.111275j -0.0786524+0.0540835j -0.00637085-0.0163084j 0.123132-0.0508334j -0.0619893-0.0126286j -0.0252083+0.0821212j 0.0391041-0.0590922j 0.0116243-0.0784135j -0.0100461+0.0432539j 0.0568907+0.0452746j 0.0112993-0.00528542j 0.0313382+0.0708609j 0.0453607-0.048197j -0.0372204+0.076606j 0.00682552-0.0334146j 0.000613953-0.0119982j -0.0185407+0.0476686j 0.021708-0.0094833j -0.00214238+0.0203442j 0.00307239-0.00632906j -0.0117391+0.00662339j 0.0174806-0.0356592j -0.0026319+0.015268j 0.0152727-0.00930786j 0.0206064+0.0116421j 0.000444927+0.0126869j 
0.0117294+0.00385324j 0.0188543+0.00774755j -0.0126228-0.0316299j -0.00661469+0.0209706j 0.00667868+0.0141583j -0.00173978+0.0259921j -0.0117173-0.0168686j -0.0108698+0.0045364j -0.0302661-0.0180517j 0.0100859+0.0115708j 0.037377-0.022649j 0.00929178-0.0373177j 0.020907+0.0220628j -0.0267179-0.00618366j 0.0445888-0.0112763j -0.0116215-0.0586629j 0.028539-0.0216557j -0.0103305-0.0110846j -0.0526472-0.0448528j -0.0269699+0.0293202j 0.022504+0.00664973j -0.0318058+0.0131087j -0.00612166-0.0462159j 0.00237529+0.00995922j 0.0167749+0.00751796j 0.0487604+0.00674264j -0.003737+0.0576805j 0.067922-0.0453795j -0.0890536+0.0117694j -0.0689643+0.0356162j 0.0852664-0.052812j 0.115718+0.0712953j -0.0147085-0.01709j 0.0498431-0.0183843j -0.0278497+0.00975396j -0.0772295+0.00279384j -0.0529027+0.0487776j 0.0783264-0.0125035j 0.0055586+0.0344094j -0.035656+0.0691641j -0.011114+0.102571j 0.0541975+2.53964e-15j -0.0540386+0.0255471j -0.00278729-0.0303132j -0.00159483-0.0480673j -0.0540319-0.136825j 0.0134925-0.0613502j 0.118319-0.00160322j 0.0448623+0.180133j -0.0355474+0.0852755j -0.0752481+0.0296588j -0.0778802-0.0192572j -0.0312407+0.076814j -0.0923816+0.13559j 0.0259174-0.049063j 0.00863447-0.0389517j -0.00555075+0.00307382j -0.0105355-0.00816634j 0.0989778-0.00735499j 0.0739161+0.0327504j -0.0733012-0.00964955j -0.00973756-0.0365071j -0.114154+0.00346447j 0.0855699-0.0355313j -0.00408943-0.0261266j -0.0419886-0.0344787j -0.0445035-0.0113581j 0.0466582+0.00381192j -0.00707577+0.0153782j -0.0614264+0.0688464j -0.0138806-0.0557752j 0.0562003+0.0272463j 0.00229381+0.0183064j 0.0351262+0.0089869j -0.0198233+0.00191942j -0.0148904-0.036992j 0.0179344-0.0159433j 0.086729-0.0293884j 0.00126853-0.0229666j -0.0153087-0.0534706j 0.0160268-0.0146241j 0.032655-0.0424757j 0.0214927-0.0368896j -0.000577213+0.0166142j -0.00423238+0.0437653j 0.0454692-0.0103681j -0.0072612+0.026507j -0.0432655+0.00212019j -0.0317141+0.021497j -0.00475513-0.00124582j 0.0414685-0.0079442j -0.00478145-0.00347527j -0.0124318+0.0274881j -0.0101175-0.0153979j -0.00899747-0.0219928j 
-0.00861267-0.0182868j -0.0147334-0.014226j 0.0042744+0.0255423j -0.0180828+0.000159667j 0.00164421+0.0148285j -0.0465426-0.0193991j -0.00868812-0.0054368j -0.0155167-0.00202707j 0.0265785+0.00186886j 0.00225839+0.0038943j -0.00533769+0.00327174j -0.0367736+0.0295183j -6.49556e-05+0.0237259j -0.0183849+0.0372221j -0.0565222+0.0353205j -0.0326668+0.0472206j -0.0158443+0.0258846j -0.0534848+0.0282056j 0.0351493-0.0148205j -0.0545585+0.0597926j -0.00524122+0.00769646j -0.0234923-0.0517268j -0.0019633-0.00478199j -0.0133774-0.0444836j -0.0446483+0.0193776j 0.0993602-0.00773713j 0.0206376-0.0241034j -0.0297344-0.0461303j 0.0112259+0.000201794j -0.0358725+0.0713556j 0.0025754+0.0618326j -0.0408515-0.033002j -0.0245614+0.0157343j 0.00219342-0.014127j -0.00431515+0.0677117j 0.0191782-0.00473797j -0.0165806+0.0171787j -0.0139765-0.0528354j -0.0568762-0.00338517j -0.0180116-0.00648246j 0.10563-0.0166787j -0.0540386-0.0255471j -0.0810168+2.23432e-15j -0.0509569+0.0586728j -0.00610294-0.0442236j 0.0822242+0.14039j 0.0845768+0.005103j -0.0200492-0.103813j -0.00708034+0.0128338j 0.0430267+0.0049057j -0.0995089+0.0238242j 0.241334+0.038585j -0.0700397-0.00937996j 0.0312407-0.076814j 0.0128822-0.0750146j -0.156965+0.0529795j 0.00338249-0.0230107j 0.0378137+0.0446996j -0.0421774+0.0283286j -0.100339+0.1699j -0.0490434-0.0337475j 0.0326387+0.0555771j -0.0499696-0.0347204j 0.122882-0.11007j 0.0368563+0.0364662j 0.0258456-0.0109414j -0.0920722-0.0407538j -0.0222996+0.0328743j -0.0526153+0.0367606j 0.0605919+0.0819077j 0.0777645+0.00737441j -0.095124+0.0205084j 0.0633097+0.00796594j -0.0204687-0.0457612j 0.0387041-0.0143471j 0.0315294-0.0369137j 0.0670356-0.0532484j -0.0660927+0.0922917j -0.0550974+0.0468844j 0.039713+0.0748263j -0.00781992+0.0157237j -0.0534693+0.0544951j 0.0176307-0.00879953j -0.0189579+0.0040573j -0.00381585-0.00407056j -0.00543882-0.0146025j -0.010115+0.0273662j 0.0563095+0.0411381j 0.0195906-0.00222619j 0.000174635+0.0379938j -0.0182872+0.0154737j -0.0285376+0.00675844j 0.000156352-0.0559242j 0.00818467-0.0152199j -0.00412544+0.0241727j 
