0.00474462-0.0321018j 0.0244167+0.0515372j 0.0100404+0.0547566j -0.0140447-0.0124472j -0.00477186-0.0218243j -0.00228125+0.00413358j -0.00753677+0.0441093j -0.0100022+0.0376849j -0.00228569+0.0285319j -0.00759087+0.0033383j -0.000165067+0.0192465j 0.00174093+0.0038501j 0.0137374-0.0259901j -0.0401826+0.0466307j -0.00229816-0.0167394j -0.00741117+0.0211458j -0.0173956+0.0320827j -0.0148817+0.0123968j 0.00903567-0.0150079j -0.0366907-0.00532767j -0.0186942-0.0115229j -0.00156777-0.0194236j 0.0227447-0.0100333j 0.010569+0.0113035j -0.0286371-0.000322318j -0.0206081+0.0185528j -0.00453802+0.00547289j -0.0104005-0.00645592j -0.0245912-0.00614673j 0.0240133-0.0149317j -0.00555743-0.00967677j 0.00158109+0.0229811j 0.0277922-0.00651159j -0.010465-0.0153711j 0.00950599-0.0118003j -0.00172563+0.0194167j 0.0117104-0.0112646j -0.00305744+0.0190858j -0.0360143+0.021009j -0.00206701-0.000615275j -0.00248978+0.0120827j 0.0101249+0.0092135j 0.0200215+0.001615j 0.00964036+0.00730212j 0.00358261+0.00502519j -0.00127057-0.0106161j -0.00966344-0.00693665j -0.0028154+0.00684248j 0.00654454-0.000123904j -0.0119984+0.0055224j -0.0135492-0.0155923j -0.0156218-0.00186815j 0.0366897-0.0105205j 0.00273829+0.0198517j 0.0165425-0.0107642j 0.0189364-0.00364648j 0.0125569-0.030512j -0.0128366+0.00109651j -0.0373252-0.00474922j -0.00465638+0.0208237j 0.00994492-0.00863583j -0.0108733+0.0340655j 0.0179958-0.00792095j 0.0152404-0.0295249j 0.00354052+0.0365927j 0.0304324-0.00931714j -0.010116-0.0069399j -0.000493266-0.0330813j -0.0121331+0.00889269j 0.00720986-0.0135537j 0.00135875-0.0155921j 0.0549504-0.0803291j -0.0330494+0.0333615j -0.0638763+0.0105923j -0.0275833+0.0334983j -0.0524969+0.0794446j -0.0369986+0.0148683j 0.0924243-0.0876599j 0.0227487+0.00442675j 0.0150623-0.0380256j 0.0593223-0.0826085j 0.015837-0.0139312j -0.0947696+0.064973j -0.0255085+0.0106086j 0.00954744+0.00905887j -0.0173653-0.00221049j 0.0471574-0.0359867j 0.0242736-0.0382137j 0.00790085-0.0363823j 0.0187231-0.0292861j 0.015802-0.0362506j -0.0479011+0.0577823j 0.0456794-0.04859j -0.0926563+0.20262j -0.183438+0.120629j 
-0.00794995-0.00827994j 0.0199315-0.022804j -0.0142179-0.0354377j 0.038362-0.0271139j -0.0169314+0.0100983j -0.00357433+0.0511388j -0.0113283+0.0248926j 0.00838328+0.0369724j 0.0250021+0.00852677j 0.0201356+0.00209093j 0.00281633+0.0300197j -0.0138693+0.0358491j 0.00200953-0.0196245j 0.0148702+0.0237844j -0.00105085-0.00384467j 0.0236143+0.0121399j 0.0117719-0.00230334j 0.00974494-0.00968623j 0.0160097+0.0277951j 0.0505896+0.0267804j 0.00427312+0.0371286j -0.00217437+0.0249498j 0.0335407+0.0331964j -0.0240228+0.000917286j 0.00819091+0.0212251j 0.0139589-0.0135221j 0.0181482-0.0570875j -0.0209309+0.00880279j -0.0493419-0.0724383j -0.0023691+0.0465232j -0.0205363+0.108966j 0.000683398+0.00642813j -0.00338227-0.020434j 0.0510913-0.0262387j 0.00861771+0.0798379j 0.0874275+0.0853917j -0.0451856+0.0130426j -0.0159629-0.00991493j 0.0260773+0.0704006j -0.133856+0.0628833j 0.111718+0.00546364j 0.0571345+0.0109077j -0.0210598-0.0534584j -0.0293964-0.0470266j -0.0309323-0.0016411j 0.0740871+0.0336351j -0.0612161+0.0103207j 0.132877-0.0982081j -0.0140858+0.122906j -0.00519601+0.0708886j -0.0475864+0.0305382j 0.00634091-0.0595581j 0.0466292+0.00342894j 0.114837-0.032129j 0.071996+0.101265j 0.0424218-0.0193557j 0.0465801+0.134792j -0.0101324-0.003612j -0.014477-0.0647378j -0.0970154+0.141643j -0.00986952+0.130356j 0.0920742+8.44582e-05j -0.0264159-0.0088745j 0.0623457-0.0842544j -0.00273531+0.03387j -0.00388243-0.102063j 0.0193681+0.058242j 0.134205+0.00815394j -0.0825678-0.0128289j 0.00442011+0.0176718j 0.00675722+0.0622834j -0.0356244+0.0146855j -0.0275305+0.022098j -0.0142434+0.000346136j 0.0206611+0.00170401j 0.023025-0.0397122j -0.0134348+0.0848814j 0.0330354+0.0408741j 0.0156232+0.0392924j 0.0611789+0.0500573j -0.0425516+0.0191817j -0.0348928-0.0230808j -0.0225607+0.0303273j -0.0466052-0.0351731j -0.0276855-0.0230499j 0.0168102-0.0557611j -0.0222093-0.0145693j -0.00525483+0.0117294j 0.0375985-0.0060251j 0.0261726-0.00767265j -0.0409821+0.0277986j 0.0129449+0.0154899j -0.0522032+0.0155575j -0.00825794-0.00963252j -0.0293027+0.00811035j 
-0.0170156+0.015191j -0.00425467-0.00345326j -0.027748+0.0204343j -0.011472-0.0165434j 0.0148388-0.00246217j -0.0086175-0.0150807j 0.00295241-0.00383912j 0.0150118+0.0295805j 0.0319928+0.0270315j 0.00840668-0.0166434j -0.00546546-0.00947158j -0.00709838-0.00017045j 0.00227964+0.00233046j -0.00826365+0.0319834j 0.0105234-0.0113223j 0.00640503-0.0491929j -0.0451474-0.00953483j 0.0244792-0.0168821j -0.00156937-0.0257679j 0.0106264-0.00852893j -0.00981469-0.00135981j 0.0221949+0.0132266j 0.0357251-0.0279709j -0.0722129-0.00118613j -0.0201709-0.0176138j 0.00586751+0.0337813j -0.0319236+0.0377336j 0.0237717+0.0154459j 0.0151352-0.000100708j 0.108308-0.0306239j -0.00996357+0.0290621j -0.037148+0.000191215j 0.0207782+0.0282158j -0.0437747-0.05288j -0.0530699+0.0286394j -0.013958-0.0533639j 0.0154418-0.0333891j -0.0153267+0.0216999j 0.0744455-0.0327312j -0.0292165-0.0247486j 0.072955-0.00348382j -0.0604225+0.0955894j 0.0751988-0.0240802j -0.056616+0.00191433j -0.0541539+0.069213j 0.0702929+0.0105142j -0.0476098-0.00250141j -0.0763955-0.0322025j 0.0368926+0.0526248j 0.00250405+0.0812761j -0.00886788+0.0339874j 0.0678736-0.046731j -0.135382+0.171058j 0.109641-0.0951219j 0.0474259+0.0854394j 0.0216939-0.109876j -0.0116641-0.0416696j 0.0181721-0.0869869j -0.11166-0.0667015j 0.0941599-0.0230743j 0.101942+0.125393j 0.0989925-0.107831j -0.0108374+0.0580287j -0.114345+0.0257049j -0.0118437+0.014635j -0.0959095+0.0306313j 0.10119-0.099678j -0.00164221-0.088326j 0.0595594+0.101233j -0.00131124-0.00681641j -0.0269748+0.0355395j -0.0116557-0.0641569j -0.00146911+0.031568j 0.00676487-0.0412961j -0.0791861+0.062669j 0.0287548-0.00784855j -0.0201753+0.0613782j 0.0054959-0.00517821j -0.0172705+0.022245j 0.058491-0.0172272j 0.0606173+0.00449382j -0.0473742-0.017296j 0.0118+0.0474998j -0.0418386+0.0392302j -0.0171464+0.0604986j -0.0317685-0.0183801j -0.0254672-0.0220514j -0.0330645+0.0143448j 0.00694168-0.00549164j -0.0183616-0.0227421j 0.0386518-0.0217702j 0.00891061-0.00390703j 0.0138793+0.0413193j -0.00124729+0.0249776j 0.0141051+0.00506363j 
-0.0182497+0.0100633j 0.00458664-0.0259566j -0.00714699-0.0269982j 0.00970398-0.019941j -0.000449193+0.0188216j -0.0079184-0.0116209j -0.00585871+0.00733218j 0.039719+0.0449992j 0.0435728-0.0185581j 0.0167105-0.0441094j 0.0142509-0.000858911j -0.0210087+0.00966196j -0.0206029+0.0247201j 0.0119113-0.0249075j 0.00536629+0.0303311j 4.13769e-06-0.00552684j 0.0244969-0.0197042j 0.0125804-0.024835j 0.0160428-0.0359436j -0.0066281-0.00921593j 0.0302781+0.0276394j 0.0133665+0.00573646j 0.0241852+0.000313946j -0.0358177-0.0140664j -0.0129914+0.0659116j 0.0234119+0.0243517j -0.00137555-0.0227531j -0.0599921+0.0207298j -0.00741857+0.00517235j 0.0474102+0.00769531j -0.0195677+0.0430805j 0.0526367-0.0359184j -0.0118771+0.0534263j -0.0364455-0.00640437j -0.0650963-0.0468173j 0.0255872+0.0522444j 0.0265472+0.0912764j -0.041381-0.0288056j -0.00142871+0.0732258j -0.0584955+0.0116165j 0.0712622-0.00595051j -0.0454327-0.130207j 0.0692989+0.0221342j -0.0187422+0.0763938j 0.0131448-0.0106353j -0.0615431+0.0671931j -0.0330845-0.199582j 0.052671-0.0335076j -0.00983616+0.142106j 0.00672437-0.174131j 0.0594432+0.0571707j -0.000867833-0.0208918j 0.0905276-0.0167492j 0.0194173-0.0202172j 0.025111-0.136551j 0.0337182+0.205136j -0.0161201+0.0080945j -0.0415906-0.0593162j 0.136213+0.203979j 0.000198677+0.12546j -0.0501107+0.0494569j 0.0235592+0.0609868j -0.10482-0.0857176j -0.00100094-0.0778778j 0.031676+0.0194956j -0.0766036-0.0824751j 0.0991619+0.0481737j 0.0484186-0.0511868j -0.0752332-0.0166903j -0.0140756+0.0137517j 0.000251883-0.0561669j -0.0179236-0.0398352j -0.00181857+0.0492262j 0.00104364+0.0116711j 0.00851828-0.0252041j -0.0075968+0.0513324j 0.00277066-0.0469915j -0.000475723-0.0102737j 0.0204464-0.0217571j -0.0135438-0.0492164j 0.0455024-0.0134181j 0.00346241+0.0370122j -0.0202564-0.00391388j -0.00676809-0.00492204j -0.00127701-0.017653j -0.0402522-0.02585j -0.0149275-0.00346292j 0.0122154+0.0100317j -0.00228154-0.0202673j 0.0358449-0.00233059j 0.00527616+0.00704054j -0.00963384+0.0159034j -0.0055712+0.0329838j -0.0100797+0.0232132j 0.00353544+0.0193799j 
0.0127121-0.00523804j 0.0274676+0.0183192j 0.0200577-0.0340145j -0.00268857-0.0219574j -0.00918148+0.0243268j 0.0055966-0.0191673j -0.00566094-0.0112519j -0.00346061-0.0129437j 0.000742331-0.0140453j 0.0133447-0.0356098j -0.0070084-0.02603j -0.000690993+0.00373095j 0.0336579-0.00996287j -0.00243644-0.0109031j -0.00910102-0.0117412j -0.00807831+0.0137731j 0.00545146-0.0669307j 0.000124565-0.0198824j 0.0108445-0.0311044j -0.0321089+0.0148328j -0.0403205-0.0104498j 0.018998-0.00800081j 0.0272183+0.0234524j -0.00164262-0.0481557j -0.0519961+0.0690343j 0.0207643+0.00170242j 0.00998292-0.0556555j -0.024689-0.0636685j 0.0153918+0.0391332j -0.00592523-0.00299736j -0.0473368-0.00809835j 0.0242483-0.056034j -0.00492823+0.0247327j -0.0809468-0.00696522j 0.0689443+0.0345718j 0.0071019+0.0198894j -0.0700727+0.00863303j 0.0630704+0.0151393j -0.0585942+0.115863j 0.0168557-0.0070544j 0.00712574+0.00680119j -0.0734542-0.00331263j -0.0280143-0.0214504j -0.0230777-0.02728j 0.00579895-0.0279858j 0.059131-0.0533449j -0.109177+0.0175711j 0.000250314+0.0858084j -0.0147579+0.0422464j -0.0960654+0.116988j -0.0403512+0.0343191j 0.132844+0.00110866j -0.139597+0.0819585j 0.0879535+0.0991877j 0.0648863+0.138604j 0.0740137-0.0562217j -0.0945897+0.104666j 0.0427292-0.121929j -0.112017-0.00938914j -0.023192+0.0342714j 0.0377399+0.0593924j 0.0879683-0.00180993j 0.00010499-0.00871968j 0.0624561+0.0034217j -0.0214638+0.0065791j 0.0453995+0.0328433j 0.0078479+0.0138701j -0.131957-0.0113954j 0.0686355+0.0297025j -0.065011+0.0312898j 0.00937397-0.0098485j -0.0849195+0.00947799j -0.0546959+0.0046693j -0.00421893+0.0214332j -0.0526951+0.0314959j -0.0415325+0.051348j -0.0720174+0.00273896j 0.0372503+0.035896j 0.0265134+0.0430215j 0.013199-0.000298798j 0.0464967+0.0284315j -0.026389-0.0117588j -0.0567363+0.042054j -0.0989029-0.0160261j 0.0221397+0.00603283j 0.0299904+0.01824j 0.0301125-0.0338747j 0.000304039-0.0219953j -0.0288122+0.0144682j 0.0222481-0.0380867j 0.0522777-0.00923312j -0.0408383+0.0487641j -0.0279251-0.0279187j -0.00360007-0.00797259j -0.0447152-0.0124614j 
0.0201364-0.024828j 0.0242753+0.00847508j 0.0339494-0.0438697j 0.0159949+0.0204963j 0.000628625-0.000167544j -0.0131075+0.0172602j 0.00110054-0.00836853j 0.00642138+0.0189045j 0.0152539-0.0310908j 0.0227391+0.0116925j 0.0123645-0.0285975j 0.0112463-0.0185627j -0.000184742-0.00799096j 0.0228145-0.0258022j -0.0392684+0.0234458j -0.0183734-0.0247717j 0.052291+0.00127786j -0.039221-0.00293669j 0.00793253+0.010858j -0.00366756-0.0129287j -0.00137113+0.0330877j -0.0429035+0.0128336j -0.00341936+0.0410802j 0.0158555+0.0159887j 0.0145267+0.0870515j 0.0320595+0.0173936j 0.0342241-0.058461j -0.0157867-0.0198622j -0.00169124+0.0333616j -0.0116055-0.0168685j 0.0117877-0.00489291j 0.0483297+0.0340651j -0.0176019+0.0015789j 0.0271578+0.0242031j 0.0221955-0.0663424j -0.0829355-0.0871169j -0.0551693-0.124046j -0.0428572-0.0371777j -0.00499021+0.0359667j -0.0810998-0.00650294j 0.0576025-0.016871j -0.0504434-0.0378687j -0.00437455+0.000730708j 0.0144+0.0706541j -0.058276-0.00489374j 0.104572+0.0647103j 0.088462+0.0512286j -0.0459627-0.0235121j 0.0225409+0.0497078j 0.0109404+0.00406925j -0.21464-0.114283j 1.62281e-05+0.00746548j 0.0139863-0.158784j -0.0471488-0.00983953j 0.0641059+0.0134536j -0.0687566-0.0347389j -0.0885861-0.0407239j 0.0427541+0.0986718j -0.0862939+0.0339898j 0.0911082+0.0758147j -0.00992445-0.0822523j -0.0668534+0.0438997j 0.0142194-0.0547994j 0.0430153+0.0618533j -0.012214-0.0369855j 0.0481545-0.0202573j -0.0290317+0.0161301j -0.0203693-0.00104242j -0.0363177-0.00824475j 0.00970012+0.0437072j 0.0339177+0.0670933j -0.0240212+0.00668216j -0.0262275+0.00661708j -0.0720859-0.00560794j 0.00237671+0.0201551j -0.0185944-0.00617994j -0.0192431-0.0508846j 0.0188633+0.00621033j 0.0187159+0.00170271j 0.0106959-0.00139069j -0.011719+0.0067161j -0.0235002-0.0240214j -0.00796979-0.00511414j -0.0274422-0.00942346j 0.0163358-0.0142065j -0.0205925+0.00900141j 0.0132529-0.0244069j 0.0325549-0.00639871j 0.00034562-0.0155479j 0.0186689+0.00686145j -0.00546891+0.0189903j -0.0324288+0.00517534j -0.0235467-0.0210358j 0.0158772-0.020672j -0.0329145-0.00881224j 
0.00631396+0.0114791j 0.00861243+0.0203222j 0.00208101-0.00804448j 0.0102336-0.00921992j -0.00791788-0.0107191j -0.00904807+0.00720391j -0.015513-0.0157784j 0.0123647+0.0595399j 0.0437749-0.0108241j 0.0222986-0.00807515j 0.015603-0.0206574j -0.0045095+0.0050847j -0.00916175-0.0030767j 0.0315378-0.0150102j 0.0380031-0.00567596j -0.0699634-0.0209788j -0.0481217+0.0142611j 0.0105893-0.0646267j -0.0181981-0.0143479j -0.0170695-0.0349244j -0.00186814+0.0196404j 0.0271633-0.00369199j -0.0134252+0.0304697j 0.020512-0.0299509j -0.0561405+0.0420421j 0.0115011+0.0530774j -0.0241473-0.00417148j -0.0698019+0.0179717j -0.02009-0.0214046j 0.0220329-0.0092756j -0.0274699+0.0124729j -0.00703632+0.0142778j 0.014931-0.0173157j 0.0402826-0.0715048j -0.0175298+0.00109447j 0.0317345-0.117434j -0.102605-0.0276577j -0.00669007+0.00818751j 0.0586435-0.0263458j -0.0211537-0.0382886j -0.0185994+0.0233643j 0.0650171-0.00550946j 0.0249588-0.0839829j 0.0591044-0.0922432j 0.0260372-0.0194297j -0.0825841-0.0970763j -0.112433+0.0717045j -0.0208658+0.0523568j 0.0264513+0.0920276j -0.046497+0.000624992j 0.0947742-0.0460778j -0.0700632-0.0462427j 0.11725+0.0369149j -0.0944616+0.0517836j 0.00363422+0.0429032j 0.0224238+0.0855407j 0.076069-0.0484179j -0.00675086+0.00103706j -0.0582017+0.0533851j -0.0865884+0.0183785j 0.1866-0.106363j 0.179541-0.085076j 0.0605617-0.0850106j -0.0339136+0.0756499j -0.00649648+0.0195311j -0.0807257-0.040565j 0.0588004-0.0525935j -0.0279317-0.0522054j -0.00660024+0.0179892j -0.00320125-0.0311352j 0.00381159+0.0468763j -0.0281086-0.0129598j 0.0313027+0.0213935j 0.0320314-0.036319j 0.028284+0.0236586j -0.023442-4.56448e-05j -0.00349008-0.0124338j 0.0157474+0.0196959j -0.0174135+0.0653592j 0.0165115-0.0370978j -0.0224401+0.0464503j -0.0305945+0.0308018j -0.0678249+0.0158968j -0.0532883-0.00480645j 0.0300384+0.00730942j -0.0325511+0.0254215j -0.0294341-0.0153602j -0.0279058+0.00808543j -0.00424179-0.0257681j 0.0121092+0.0192j 0.0066305+0.000952162j -0.00811731+0.0236284j -0.0139942-0.00465721j 0.0224269+0.0197829j -0.0016694-0.0199475j 
-0.0112919-0.00364751j 0.00241622-0.0101989j -0.0227758-0.00415136j -0.00282803-0.0135334j -0.0170965-0.00428316j -0.0119019+0.0421629j 0.0010946+0.0122981j -0.00630607+0.00120102j 0.011784+0.000449394j -0.00318375-0.00013904j -0.0247739-0.0268939j 0.00567414-0.00264863j -0.0163016+0.0117028j 0.00126406-0.0294505j -0.00107776-0.00148343j -0.0274935+0.00731765j -0.0211863+0.0437684j -0.0109809+0.00635462j 0.013655-0.00650242j 0.00919912+0.0144283j 0.00663649+0.0131283j -0.0173977+0.0324994j 0.0104665-0.00457118j 0.0492037+0.0489135j 0.0220756+0.0276919j 0.0131357-0.01559j 0.0555171-0.0202073j 0.00102307+0.0282781j 0.024065-0.037255j -0.062558-0.0327488j -0.00949405+0.0121357j 0.0266886+0.0806j 0.0623782-0.0287363j 0.029439+0.0652134j 0.0321831-0.0661569j 0.0263839+0.00436781j -0.0472893+0.0427277j -0.022451+0.0158241j -0.00987199-0.055254j 0.0586915-0.0575104j -0.0645503+0.0237766j -0.0138967+0.0717637j 0.0192046+0.0172671j 0.0883389-0.0186477j 0.0459099+0.101483j -0.0377479+0.0920382j -0.118-0.134186j -0.0331589+0.00131378j 0.0400271+0.0247451j -0.149343+0.0226275j 0.0309859+0.0644795j -0.0312495-0.0926934j 0.0694038-0.00597337j 0.0078862-0.0681709j 0.00465262-0.00406974j 0.0136164+0.0162231j 0.0354252+0.0786734j -0.126499+0.0146307j 0.182132+0.0857724j -0.0700692-0.0860192j 0.0939691+0.0618587j -0.049387+0.068451j -0.0225567-0.0310554j 0.0194848+0.15426j 0.0220834-0.00156329j 0.00411477-0.029096j -0.0525113-0.0405407j -0.00299239+0.0501607j -0.00836977-0.0109548j 0.0213699-0.0685346j 0.00421084+0.0292223j -0.0258341-0.0163224j -0.00569156+0.036197j -0.0162988+0.0186253j 0.0147187-0.00848375j -0.0189817-0.0649473j -0.0258694+0.0257792j -0.000519324-0.00896488j -0.0250876-0.0346205j -0.0789728-0.0223871j -0.00442331-0.0404265j -0.018079+0.00685041j -0.0358596+0.0143513j -0.0385631-0.0016111j 0.0250881-0.00957385j -0.0030859+0.0464749j -0.00650011-0.00975956j 0.0314646-0.00583293j -0.00376786-0.0254294j -0.0064097+0.00156045j -0.010835-0.00198408j 0.00540535+0.00524811j 0.000442147+0.0240079j -0.00741998-0.00814037j -0.0103463+0.0104829j 
-0.000590198-0.00250912j 5.25374e-05-0.0013379j -0.0301887-0.000619591j -0.00485191-0.0202407j -0.0140029-0.0152498j -0.0154699+0.0164106j -0.0261775+0.00834171j 0.00490344+0.0283755j 0.000600006-0.0142766j 0.0340945-0.0360816j -0.0462846-0.027449j -0.0483777-0.0119382j -0.0168174-0.0314593j -0.00696787+0.0116888j -0.0262208-0.00324325j -0.0455971+0.0304768j -0.0231256+0.0195626j -0.0022956-0.039229j 0.00162842+0.00605855j 0.00530706-0.00578087j -0.0178386+0.00825656j 0.0244716-0.023107j -0.000967036+0.0614881j -0.044374-0.00598468j 0.029272+0.0125864j 0.0280484+0.0227502j 0.0470804-0.0137328j 0.0466506+0.0431721j 0.0948819-0.0399616j -0.0132031-0.00354038j -0.0462424-0.0057858j 0.0203589-0.0520903j 0.0518869+0.0250281j 0.00242463-0.093991j 0.0110217+0.0305949j -0.024399-0.126768j -0.0477216+0.0285994j 0.0590375+0.0421885j -0.113566+0.0192956j -0.0444454+0.0404977j 0.00997044-0.0203777j 0.0407108-0.00456127j -0.0766597+0.00573233j 0.00940309-0.0738539j 0.154608-0.0010094j -0.0895476+0.0322689j -0.0302524+0.0420236j 0.0672723-0.0159279j -0.00773886-0.0600749j 0.033433-0.00518304j -0.0716841+0.0106792j 0.00375813+0.0819992j -0.0821098+0.00762717j 0.0911307+0.0998112j 0.045144+0.0785334j -0.0775547-0.00947061j -0.0283276-0.0208606j 0.0162227+0.00260592j -0.00951598-0.116872j -0.204821+0.0401354j -0.00618748-0.0723343j 0.022602-0.0676938j 0.114881-0.0435353j 0.0116055+0.0751475j -0.0622905-0.0216878j 0.0329293-0.0363469j -0.00641842-0.0616112j -0.0460383-0.0183794j 0.0490781+0.0575209j -0.0100046+0.00602567j -0.0056338+0.0579457j 0.00646986-0.018273j -0.00738833+0.0519506j 0.015297-0.0420758j -0.0014698-0.0184104j -0.0283832+0.0117146j -0.0156474+0.0298559j -0.0369292+0.0188813j 0.0305288+0.0119495j -0.00816406+0.0447708j -0.038632+0.0513336j -0.018642+0.00669332j -0.0520838+0.014992j -0.0156315-0.0149279j 0.015099-0.0013351j -0.00532172+0.04097j -0.00549463-0.0324893j 0.00890662+0.00370701j 0.00928553-0.00486346j -0.0181281+0.00254488j 0.00681364-0.00572729j -0.0127046+0.00154535j 0.0138696+0.000214699j -0.000107927+0.00494172j -0.00257543-0.0106412j 
-0.0290017-0.00398182j 0.0187992+0.00058425j -0.0216076-0.0112812j -0.0131701-0.0204749j -0.00212405-0.0116671j -0.00908109-0.0432132j -0.00259723-0.0141609j 0.0235274-0.0294696j -0.0191734+5.31953e-05j -0.0113713-0.015061j -0.0321892+0.0588228j -0.0174349+0.015793j 0.0108949+0.0516555j -0.0161604-0.0168393j -0.000863098-0.0135575j -0.0171488-0.022218j -0.0373329+0.00508244j 0.0136375-0.00695794j 0.00403426-0.0110681j -0.022539-0.062807j 0.000130005-0.0325318j -0.0168884-0.00541187j 0.0295448-0.00417462j 0.0220817-0.0238206j 0.102784-0.0017881j -0.00992299-0.0181595j -0.0290858-0.0516224j 0.0285679-0.0441703j 0.0781589+0.0221263j 0.050159+0.132386j 0.0487635-0.0578719j 0.0376552-0.0207281j 0.0312905-0.0111174j -0.0298379-0.0113041j 0.00733029+0.0367618j -0.00714852+0.0718728j -0.0182816+0.0646522j -0.0891816-0.0848916j 0.135697+0.082735j 0.0391121-0.0425745j -0.00122939+0.0688644j 0.0495706-0.0366299j 0.011687-0.0081841j 0.0888622-0.00339579j 0.0412617-0.0815023j 0.10367+0.0791244j -0.00411851+0.0107911j -0.085186-0.118327j 0.00852464-0.127385j 0.00141953-0.0129132j 0.0257106+0.0362846j -0.0908692+0.0649316j -0.0440254+0.0455816j -0.041059-0.11866j 2.86686e-05-0.0375915j -0.0167028-0.02277j 0.161675+0.0242878j -0.014063+0.0900991j -0.0162767-0.128494j 0.107263+0.0516638j 0.0290715-0.0856685j 0.0658641+0.0847859j 0.0484325-0.0473741j 0.104087+0.0784148j 0.0127928+0.0370864j -0.00413558+0.0445628j -0.169342-0.0448293j 0.0154311+0.110769j 0.0239928-0.0400165j 0.0236524-0.027135j 0.0559108-0.0503329j 0.00637582+0.0832988j 0.0256684-0.0322639j -0.00209737-0.00882898j -0.0325355-0.0173272j -0.000814161+0.0929259j 0.0444696-0.02252j 0.0076921+0.0709786j -0.0494739-0.0344989j 0.0192601+0.0704088j -0.000394768-0.0274021j 0.0197441+0.0605299j 0.0237856-0.0228593j 0.00112379+0.026519j 0.00102183-0.0122696j 0.0349095+0.0490458j -0.00912369+0.0387367j -0.00457114+0.00238393j -0.00254448+0.00404913j -0.0437133+0.028648j -0.00944695-0.040468j 0.0192986+0.0650022j -0.0118647+0.0226152j -0.0128463-0.0318392j -0.0356571-0.0211761j 
0.0119961+0.00215584j 0.00277656+0.0376735j 0.0120077+0.0129565j -0.00995415+0.00794261j -0.00724725-0.0156483j -0.00949144+0.00105006j 0.00362005-0.0110329j -0.0318564-0.0303198j -0.0659301-0.0403264j -0.0194285+0.0233015j -0.0209459-0.00508455j 0.00522672-0.0152546j 0.0335794+0.0234991j -0.00429217-0.0257422j -0.00319131-0.0293805j 0.0282352-0.00888241j -0.0083791-0.00429598j -0.00254644+0.0439981j -0.0694149+0.0181124j -0.0309182-0.0540475j 0.00653567+0.0152972j -0.0205415-0.0514799j -0.0424374+0.0032833j -0.0207987-0.0150749j 0.0359759-0.0186887j 0.00780135-0.0388585j 0.0625294-0.0236897j 0.0183818+0.0134999j 0.0154968-0.0314903j -0.087335+0.0127826j -0.0422215+0.00278845j -0.0254623+0.100119j -0.00716006-0.0894993j -0.0224434-0.052316j -0.0568915+0.0712188j -0.087433+0.0790738j 0.0434565-0.082965j 0.0512985-0.0416802j -0.0350999-0.0350543j 0.050223+0.0927357j 0.0588374-0.05942j -0.0442564+0.00459087j 0.0319198+0.0750737j -0.0253033+0.00705735j 0.0490572-0.0389565j 0.128185-0.0463234j -0.0606154-0.0232526j -0.0559955-0.0565164j -0.1297-0.0633172j 0.0739535-0.172555j 0.0648397+0.125647j 0.144222-0.0396326j -0.0392022-0.0121617j 0.0630935-0.0669752j -0.0118456-0.151875j -0.0312999+0.116024j -0.0945699+0.0992955j -0.0937002+0.012605j 0.126812-0.0241074j -0.128655-0.0165714j 0.0772753-0.0285076j -0.103833-0.0513175j -0.0544983+0.107662j -0.112526+0.0360311j 0.0636766-0.0397535j -0.0809489-0.0109642j 0.0492801-0.0889468j -0.0290113+0.0300985j 0.0723828-0.026963j -0.00108867-0.0145391j 0.00497697-0.00327705j 0.0334914+0.0458916j -0.00508894-0.0185751j -0.0319125-0.00396219j -0.0265125+0.00872944j -0.00107264+0.0299192j 0.00892362-0.0137239j -0.0380336-0.00814856j -0.0086722-0.0128272j -0.0312076+0.019976j 0.00657268-0.0187294j -0.0125321+0.0400021j 0.031013-0.0481179j 0.0281779+0.0317882j 0.0110939+0.0192979j -0.016919+0.0240937j -0.00221288-0.00654975j 0.000473665-0.00728735j 0.00827265+0.0256126j 0.00749101+0.017382j 0.0155779+0.00529181j 0.0157256-0.000172196j 0.00421603-0.00797346j 0.0096708+0.0121699j 0.00843697-0.0383601j 
