0.0117096-0.0078739j 0.0206033+0.0060526j 0.032716-0.0108528j -0.0165832+0.0191695j -0.0168565-0.00306715j 0.0164106+0.00405783j 0.0282541+0.00679986j -0.0076084-0.00594228j 0.0172973+0.00533036j 0.00219768+0.00805409j 0.0180265+0.00536217j 0.011127-0.00871834j 0.00135844+0.0156842j -0.00189537-0.0198144j -0.00575081+0.00752811j -0.0129319-0.00903491j -0.000383086-0.000240253j -0.0191136-0.00339866j 0.00484651-0.0034981j -0.000363177-0.0109827j 0.0175772+0.0043091j -0.0104016+0.0265238j -0.00162375+0.0144866j -0.00125961-0.0154257j 0.00637859-0.00643641j -0.015618-0.00849743j 0.000281466+0.00610076j -0.00853232+0.0077464j -0.00909264-0.015708j 0.00792651-0.00376309j 0.00276971+0.00958012j -0.00596329+0.00998314j 0.0124095+0.000987084j -0.00500871+0.0116578j -0.00459055+0.0024333j 0.0381014+0.00023084j -0.00723522-0.0127384j -0.0149119+0.00471827j -0.0022544-0.0187386j 0.00315961+0.0245701j 0.00446822-0.00309384j -0.00936395+0.0128275j -0.0345134-0.00714659j 0.0118962-0.00400827j 0.0430022-0.0159529j 0.00456773-0.0101788j 0.00443847+0.0351347j -0.0128569+0.0202446j 0.0207733-0.0208367j -0.0117357-0.0100413j 0.00754502+0.00837499j 0.0125594+0.00871633j -0.00795214+0.00170713j -0.0148249-0.0116988j -0.0151829-0.00495837j 0.0112158-0.00551511j 0.00706796-0.00867311j 0.0185384+0.0066588j -0.00648003+0.0284783j 0.0160339+0.00176241j 0.00630635-0.0195409j -0.037102-0.0227464j -0.0167268+0.00173864j -0.00214153-0.0174706j -0.0197741+0.00394887j 0.00912075+0.0115936j -0.0386196-0.0895463j -0.0737292+0.0196831j -0.0372597-0.0283329j -0.0464259-0.0198072j 
-0.00202826+0.00310899j -0.0158387-0.00397048j -0.0117485+0.0322415j -0.0281003-0.0453082j 0.0216168-0.00438607j 0.00717151+0.0155558j 0.0118085+0.00978306j -0.0219392-0.00773814j 0.00844092+0.0169462j -0.0266676+0.0108866j -0.0158952+0.00912847j 0.0141032+0.0236902j 0.0500958+0.0121905j 0.012751+0.000410492j -0.00694501-0.0110063j 0.0250981-0.00980578j -0.00290411+0.0150686j -0.00348865-0.00041178j 0.0363543-0.00972013j 0.00308797+0.00509937j -0.00116083+0.0408299j -0.00768091-0.0117169j 0.0114771+0.0155052j -0.0136694-0.0105796j -0.03702-0.0150609j -0.010656+0.0997565j 0.0552956-0.0335036j 0.0532593+0.0259525j -0.0345031+0.0282572j -0.0227864+0.0160604j 0.0698277+0.0943261j -0.0492311+0.0490333j 0.0692838+0.032341j 0.000979686+0.053403j -0.0120356-0.0222962j -0.0304355+0.00834476j -0.0231921+0.0130451j -0.0661982-0.0222326j 0.0349647-0.024868j 0.0525342-0.0206245j -0.012602-0.0104429j -0.0697051-0.0131537j -0.101593+0.0379497j -0.0238059+0.0145959j 0.0141809-0.0999927j 0.0161102+0.0562105j -0.024853+0.0249552j 0.0918259-0.0128292j 0.0826949+0.000953565j -0.0770139-0.00243321j -0.00980251+0.102669j 0.0817307+0.0425995j 0.000841945-0.0634195j 0.0323647-0.0183765j -0.0130108-0.0685426j -0.0784356-0.0296597j -0.0221407-0.00977886j 0.0524587+0.0643469j -0.0407413+0.0568645j -0.0352396-0.00475977j 0.0279732+0.0297327j -0.000681211-0.0784396j -0.0616898-0.0149759j 0.00344768-0.0443046j -0.00377249+0.0164226j -0.0225897-0.0241362j 0.00127952-0.0615627j -0.0683496-0.00530112j 0.00444318+0.0052548j -0.00706321-0.0118532j 
-0.0137119+0.0143469j -0.00951482-0.018897j 0.00846727+0.0265472j -0.0374951+1.53036e-05j 0.0243415-0.0281581j -0.00238776-0.00656983j -0.00855068+0.00190022j -0.00650214+0.0327565j -0.000621381-0.0216762j -0.0268106+0.0356823j -0.0292914+0.00422124j -0.00142785+0.000400257j -0.0281232+0.00480777j 0.00705233-0.0211656j 0.0357282-0.0179132j 0.0176689+0.0416868j -0.0242169-0.00769813j -0.00416574-0.0281831j 0.0588499-0.0116165j -0.00584418-0.0398952j 0.0474322+0.0465117j 0.0100773-0.00275621j 0.0291286+0.00879682j -0.00478245-0.0927167j 0.0102551-0.0221912j -0.0480753-0.0354718j 0.0236776-0.0132497j -0.0259448+0.00838957j -0.0510812+0.0262556j -0.00659518-0.00822194j 0.0322805+0.0476811j 9.17036e-05+0.0444725j -0.00990698-0.0622133j -0.0270341+0.0586533j -0.0311052+0.0266061j 0.0219339-0.00562654j -0.0130577+0.0518514j -0.0372141+0.0241134j 0.0141211+0.0397598j 0.0401165+0.00254054j -0.138917+0.00589574j 0.0585084+0.0555811j -0.0677358+0.0191528j -0.0122537-0.0544853j 0.00305171+0.02238j -0.0049915+0.0362357j -0.107696+0.0137686j 0.0282804+0.0297017j -0.0102691-0.00695376j 0.0462229-0.0281253j 0.0259045+0.137899j -0.0219836-0.000180305j -0.0123935-0.0483475j -0.0656492+0.0327768j -0.00358745-0.0340766j -0.042452+0.00355445j -0.0700764+0.0273616j -0.0464689-0.00473145j -0.0124128-0.00366609j -0.0212259-0.016358j 0.0371004+0.00693187j -0.0202623-0.0645546j 0.00330902-0.0603959j -0.000492071-0.0346072j 0.00305203+0.0179442j -0.0145741-0.00817706j 0.0261319-0.00463757j -0.0535095-0.00856155j -0.00158956+0.00531498j -0.00136074-0.0101821j 
-0.00367982-0.00806634j 0.0151712-0.00990486j -0.00918405+0.000221673j -0.0139443+0.0224705j 0.00206001-0.00485241j 0.0245704+0.00770421j -0.0302861-0.00386732j -0.0154286+0.00294049j 0.00495921-0.0239113j 0.00400657-0.0239939j 0.0143675-0.0141334j -0.031873-0.0411461j 0.0117655-0.0257366j -0.0127304+0.00480291j 0.0114168+0.0322854j 0.00639801+0.000467015j 0.0193657-0.029115j 0.00165463+0.0598078j -0.074903+0.00945597j 0.001864+0.0366789j -0.0127378-0.0318897j 0.0390047-0.00474541j 0.000707815+0.0144j 0.00824516+0.0137531j -0.0103127+0.0152329j 0.0107113-0.00448799j 0.0112326-0.00850143j 0.0198088+0.0169629j 0.0385869+0.0274992j -0.0163241+0.0540902j -0.027645-0.0439199j -0.0229572+0.010794j -0.0264338-0.00895457j 0.0426516-0.0621014j -0.0559993-0.0347438j -0.0204975-0.0335949j 0.0384285-0.00756317j -0.0437675-0.0255842j -0.0190428-0.0274682j -0.0361597+0.0453184j 0.0530518+0.0268034j -0.0179609+0.0326265j -0.0415908-0.0179271j -0.0411542+0.095388j -0.00874772+0.00859394j -0.055897-0.0149747j 0.114025-0.0446173j 0.0103529+0.0131638j -0.00675346+0.0553403j -0.0650069+0.0442175j -0.0287951-0.0307936j 0.0242633-0.0430596j 0.0891705+0.0249562j 0.0640607-0.0816545j -0.00979886+0.0303444j 0.0433204+0.103625j 0.0366869-0.0577938j -0.00713596+0.0771815j -0.0310398-0.0362956j 0.0802171-0.00615549j -0.00169843+0.00162889j -0.0340666+0.0229596j -0.0085478-0.0623896j 0.0366932-0.0260878j 0.0305944-0.000427271j 0.0255515+0.0397192j 0.0457301-0.0300822j -0.0122237-0.049983j -0.0309029+0.0053924j 0.00763678+0.0106141j 
0.013643+0.0193264j -0.00894274+0.0196501j 0.0320172-0.0143006j 0.0204028-0.00252737j 0.00801686-0.00348685j -0.0259842+0.0269426j 0.0334916-0.000568326j 0.0101642-0.0103574j -0.00236962+0.00109702j -0.000461481+0.0111302j -0.00633183+0.0100646j 0.0376239+0.0322378j 0.000161475+0.020383j 0.0257415+0.0168966j 0.00594518+0.00376177j -0.014274+0.00724801j 0.00173985+0.0127762j 0.0374839-0.0208357j 0.0565807+0.0234862j -0.0255966-0.0281874j 0.0340862+0.0232231j -0.0140069+0.00729836j 0.00875141-0.0266318j 0.033078-0.039907j 0.0518784+0.0478472j -0.0181316+0.0237002j -0.00607481+0.0197667j -0.0684835-0.0601129j -0.0392698-0.0136349j 0.0187645-0.0635263j 0.022649+0.0119232j 0.0337507+0.0380575j 0.0102955+0.0385071j 0.0391239-0.0258862j -0.00184965+0.0781267j 0.0199514-0.0161637j -0.0369791+0.00758075j 0.00427681+0.0832716j 0.0364697+0.0584082j 0.0751975-0.0119639j -0.0137819+0.0288778j 0.04756-0.0435505j 0.0294335-0.00802159j -0.0198838-0.111006j 0.0261963+0.00194133j 0.0839123+0.0256362j -0.0803673+0.00881911j 0.0278489+0.0652363j 0.040301+0.000773864j 0.0800644-0.00924728j -0.0107259+0.0860685j -0.0255717-0.00143188j -0.0748614-0.0689258j -0.0364447+0.0459908j 0.0500897-0.0376985j -0.0581047-0.0953945j -0.034508+0.0174887j -0.0468783-0.0879466j 0.0446087+0.00341916j -0.0517413-0.0190101j 0.000678947+0.0271332j 0.019873-0.0447402j 0.0331408+0.00789698j 0.0146707+0.0199683j 0.0050095+0.0535766j -0.0611071-0.0227228j -0.0452773+0.0424993j 0.00423564+0.0645408j 0.0201064-0.0190819j -0.0206587-0.0212244j 
0.00319631+0.0139086j -0.0133058+0.0101279j 0.0415597+0.00969198j -0.000464369+0.0204213j 0.00818443-0.0064312j -0.0253356-0.00346881j 0.0435009-0.0160143j 0.0271841+0.0115757j 0.0284213-0.0102813j 0.0249275+0.0424901j -0.0115203+0.000112765j 0.0389444-0.0130525j -0.00835701+0.0248104j -0.0160195-0.0437826j 0.0347466+0.013104j 0.0232302+0.00243351j -0.00298621+0.0100424j 0.0307708+0.0244331j 0.0285144+0.000861402j 0.0341266-0.0109886j 0.0544493+0.0896562j 0.0190545+0.0273762j 0.049705-0.0108748j 0.0570916-0.0523549j 0.00819876-0.0320206j -0.0380258+0.0134388j -0.0026575-0.0240182j 0.0361384+0.00155189j 0.0337647-0.0352859j 0.00956681+0.0381163j 0.0302287+0.0361716j 0.0283476+0.0594554j 0.00932487-0.0158429j 0.0115334+0.0279231j 0.0510216-0.138251j 0.035742+0.0192022j 0.0658586+0.0707902j -0.0188868+0.0754646j -0.0022521+0.00171315j 0.0269524+0.0148574j -0.0442634-0.0420706j 0.0588959+0.0430468j -0.0803104-0.0196009j -0.0011227+0.0131554j 0.0514777+0.0372899j -0.0519571+0.102085j -0.0670938+0.0222714j 0.0629246+0.0393585j 0.00342606-0.0610445j 0.0759192-0.0455121j -0.107161-0.0178434j -0.0347354-0.026527j 0.00548977-0.04455j -0.0202552+0.0187276j 0.015175-0.050077j -0.00387645+0.0175152j 0.00208499-0.0955035j -0.0888915-0.0230561j 0.000356731-0.0259913j -0.018556-0.0123271j -0.0333412+0.00737466j -0.036517-0.0421588j 0.0110571-0.00539458j 0.01703+0.00143197j 0.014227+0.0568115j -0.0342735-0.023671j -0.0613335-0.00930822j -0.034241+0.0757675j 0.0192312-0.00595887j -0.0204415-0.019624j 
0.016391-0.00472608j -0.00116962+0.0320247j 0.0164017-0.00396693j -0.00940008+0.00230075j -0.0122233+0.0222078j -0.0243456+0.0229618j 0.0390604+0.0049298j -0.00548784+0.00904016j 0.0173157+0.0106631j 0.0337781+0.0040508j 0.0104052-0.01689j 0.0421709-0.000738325j -0.00980387-0.0470547j 0.00618958-0.0120579j -0.0398946+0.00634532j -0.0177455+0.0156168j 0.00776647-0.000128675j -0.016011-0.00518425j 0.0439816-0.0182622j -0.0139731+0.00470571j -0.043775+0.00138214j -0.0119821+0.0265821j -0.00956729+0.0580469j -0.0302493-0.0247676j 0.0480608+0.0527635j -0.0198807+0.00355718j 0.00201826+0.0133555j -0.0239682-0.0277939j -0.00529896-0.0372826j 0.0435912+0.000126614j -0.0222885-0.0319346j 0.0607562-0.0377461j 0.00686948+0.0466353j 0.0510493-0.00516424j -0.0036932+0.085364j 0.0090441+0.00556801j 0.018869+0.0189057j 0.0668125+0.0676493j -0.018561-0.00540829j -0.0164723-0.00151939j 0.0155486-0.00978953j 0.0767309-0.053168j 0.0156938+0.0154541j 0.0162883-0.0458518j 0.036581-0.0168862j 0.0592031+0.0243518j -0.00839151+0.0234569j -0.0119908+0.0103853j 0.0352148-0.0381223j 0.058426-0.0332598j 0.00250557+0.0259444j 0.0130537+0.0150991j -0.0300244-0.012117j -0.0580373+0.0431737j 0.00278509+0.0316443j -0.0408985-0.0507716j 0.021706+0.00876392j -0.00471768-0.120981j 0.0691815-0.0126965j 0.018559+0.00309703j -0.00325885-0.0168325j 0.00689824-0.0117452j 0.0263535+0.048635j 0.00337203+0.0570006j -0.0368289+0.0222569j -0.0182764-0.0295351j -0.035119-0.000586338j 0.00553839+0.0604487j 0.014608-0.0227272j -0.0231005-0.00718429j 
-0.0021171-0.0135795j 0.0171783-0.0103968j 0.00234699-0.0182456j -0.0112693-0.00759419j -0.0184827+0.00938992j -0.00720859+0.0256529j -0.0336255+0.0212417j -0.0611772-0.0417549j 0.00682913-0.00192011j -0.0181073-0.0151852j 0.0213228+0.0283394j -0.0041002+0.0389791j 0.0574305+0.00985061j 0.0113083-0.00324475j -0.0140341+0.0274513j -0.0359909-0.0184662j -0.000987204-0.0206223j 0.000329278-0.0260508j 0.0304831-0.0419245j -0.051721-0.018031j -0.0405529-0.0191695j -0.0367018-0.00708905j -0.0031602+0.0188562j -0.0139967+0.00105226j 0.0491957+0.000519514j 0.022115+0.00867526j -0.0176202+0.0314385j 0.0170672+0.0521553j 0.0181022-0.0568641j 0.0676222-0.0239976j -0.0538164-0.0792881j -0.015212-0.0967268j -0.0128297+0.0245901j -0.0172146+0.0179062j 0.00959254-0.00937652j 0.0584247+0.0345283j 0.0146393+0.0467999j 0.068445-0.021509j 0.0388486-0.0500505j -0.00723792+0.0148595j 0.0230091-0.0297822j 0.0920835+0.045565j -0.0052041+0.0467466j 0.0868395-0.0324546j 0.0576337-0.0387337j 0.0482751-0.0492358j 0.0397202+0.00929709j -0.114602-0.0272898j -0.0824213-0.139828j -0.02537+0.00326316j 0.0328836-0.113215j -0.023849+0.031609j 0.0393635-0.0259778j -0.0512756+0.0420195j -0.0199225+0.0423164j -0.0261595+0.00575951j 0.0158837-0.0201975j 0.011009+0.00810882j 0.0146275+0.00773406j 0.0515993+0.0572571j 0.0227705-0.0786133j -0.0241108-0.0164441j -0.0212259-0.0102585j -0.00213124-0.00701371j 0.00308237-0.0451195j 0.0363824-0.0161335j 0.0268608-0.0541694j -0.0344186-0.0207509j -0.0139003-0.0165196j -0.00880756+0.0115041j 
-0.0131346-0.0100742j 0.0151926-0.0207636j 0.0171533+0.0187786j 0.0130312+0.0471731j -0.0288635+0.0165519j 0.049816-0.0183993j -0.00909469+0.0151835j 0.0379568+0.00183894j -0.000289131+0.0146288j -0.00861424+0.00105923j 0.0466099+4.29486e-05j -0.0260336-0.0134984j -0.0238472-0.00875581j 0.0437776-0.0148802j -0.0151482+0.0269071j -0.0490954-0.0291607j 0.00786127-0.0101997j -0.0220815-0.0825339j -0.0374167+0.0101284j 0.0560385-0.0683789j -0.0393931-0.0459953j -0.0229826-0.00782934j 0.0175381-0.0492218j -0.038935+0.0319404j -0.00149849-0.0403146j -0.00530115-0.00755003j 0.00700309+0.0178551j -0.0949644-0.016082j 0.0144919+0.00635486j 0.0429709-0.0206171j 0.0646534+0.0929443j -0.0600313+0.0289918j -0.0185632+0.0394079j -0.0115852+0.061842j 0.0224218-0.0328959j 0.0276545-0.034785j -0.0322758-0.110146j 0.0326098-0.120863j -0.0142579-0.0146254j 0.0126768-0.080756j 0.00819899+0.0670072j -0.128845-0.0611928j 0.0219523-0.0323152j -0.0428747-0.0055274j -0.033506-0.0894914j -0.010289-0.059594j -0.0851286+0.0674146j 0.0521045+0.0989602j 0.0846841+0.0438556j 0.0260391-0.0107838j 0.0627068+0.0514805j 0.00507542-0.0160509j -0.115563+0.0307883j 0.0344679-0.0611792j -0.00791661-0.0202335j 0.0372069-0.0448354j -0.0347724+0.129173j 0.144955-0.0525154j -0.0174732+0.105724j -0.0173138+0.0634349j 0.0263617-0.0255497j 0.0159962+0.0315265j -0.00951647+0.0933896j -0.0524446-0.000115714j -0.041977-0.052793j 0.0392761+0.0169728j -0.0466543-0.034496j 0.0195756-0.0123588j -0.00490159+0.021948j 0.0144891+0.0214332j 
-0.00292924-0.00889695j 0.00125394-0.00454563j -0.0299104+0.0248323j -0.014477+0.00950636j 0.00223492+0.011006j 0.00258013+0.00488265j 0.00359892+0.0136461j 0.0177658+0.0304932j -0.0074667+0.0244623j 0.0203549-0.0117651j 0.0228432-0.00595452j -0.0169876-0.0117072j -0.014197-0.0215203j 0.00303562+0.0200187j 0.0319562-0.0218613j 0.0257479+0.0496834j -0.0338716+0.0564863j -0.0390653+0.0294129j -0.0206388+0.00148511j 0.0198628-0.0520143j 0.0154741+0.0111238j -0.0593238+0.0315007j 0.00959887+0.00408978j -0.0294551+0.0467923j -0.0377678+0.00342961j -0.0646033-0.0341851j 0.0264469+0.00349076j -0.0970436+0.0353246j -0.0188448+0.053264j -0.0455204+0.0280289j 0.0118861+0.0718734j 0.0310946+0.0110445j -0.027449+0.00324607j -0.00490218-0.0210126j -0.0570399+0.0720953j 0.0544912-0.0105928j 0.0784735+0.0256196j 0.0161911-0.0474908j -0.103792-0.021426j -0.0908666-0.0573948j -0.0347128+0.0600111j -0.135025-0.0388272j 0.0368097-0.0347877j -0.0306804+0.0263393j -0.0300345+0.0243016j -0.0291845-0.021983j -0.0802087+0.0233338j 0.0466191+0.0209915j 0.123034+0.0622522j 0.0650502-0.0524582j -0.00263587+0.114358j -0.00865279+0.0533993j -0.00485324+0.0181438j -0.0974222-0.0796691j 0.0236309+0.0149938j 0.0494888-0.0532938j -0.00930915+0.0403261j 0.0661029-0.0806774j -0.0206855+0.0346988j -0.0352908+0.00701292j 0.00869951+0.0218251j 0.00866977+0.0109291j -0.00228206+0.0456647j -0.0176724-0.0194324j -0.0381137+0.0026247j 0.00957595-0.000105188j -0.0227328-0.0221961j 0.0108277-0.00608377j 0.00420472+0.0295132j 0.0140744+0.00418657j 
0.0133887+0.00154347j 0.00108251+0.010393j 0.0205331-0.0288628j 0.0100021-0.0292671j 0.00673137-0.0196592j 0.0167025-0.0228198j 0.0352057-0.00508852j -0.00937985-0.0308091j 0.0225644+0.0168249j -0.013733-0.00919341j -0.0264918+0.0337094j 0.00314385+0.00894676j -5.74178e-07+0.0733556j 0.0421979-0.0336139j 0.027908-0.0135095j -0.024739+0.00952644j -0.0522954+0.0288094j 0.023836+0.0349599j -0.0121065+0.0432047j 0.0350853-0.0181409j 0.020202-0.0405953j -0.0492885-0.0136849j 0.0437624-0.0534132j -0.00214873-0.010847j -0.0707264+0.0195301j 0.0254628+0.0486236j -0.0224202+0.0730927j 0.0756772-0.0246594j -0.115247+0.0340597j -0.048567-0.102184j 0.0143626-0.0723507j 0.0424218-0.0449305j 0.056004+0.0931185j -0.0495164+0.00138056j 0.0214151-0.0765785j 0.0983114+0.0161412j -0.0887993-0.00363379j -0.0447606+0.100226j 0.0907363+0.00427035j -0.000683593+0.0460372j 0.216992-0.111332j -0.00190602-0.0204303j 0.0778491+0.0280378j 0.0199394-0.0464604j 0.0166329-0.0406213j 0.175665-0.00866274j 0.053564-0.0469539j -0.0159255+0.00315395j -0.0269043-0.0755046j -0.0777323-0.0100266j -0.0147544-0.0899918j 0.00923319+0.0542559j 0.0148503+0.00602798j 0.0664992+0.00432259j 0.0331858-0.00314363j -0.0219447-0.12436j 0.00756288-0.060321j -0.00950712+0.0700714j -0.0219117-0.0400683j -0.00891725-0.0272197j -0.0387413-0.0155307j 0.00760214+0.0063066j -0.0242791-0.0104795j -0.00292052-0.00947375j 0.0313306-0.0518225j 0.0166193-0.0352567j -0.0186911+0.0274616j 0.00691005-0.00219059j 0.00431376-0.022318j -0.0130469+0.00394682j 
-0.0101249-0.00463352j 0.0147444-0.0109306j 0.0101811+0.0123132j -0.00103127+0.0147508j -0.00234374+0.00200563j 0.0123383+0.00500964j -0.0106649+0.0248385j -0.00160962-0.00185999j 0.00228506-0.0087104j 0.00365451+0.0366472j 0.0202578-0.0233366j 0.0432739+0.0179976j -0.0263785-0.0325475j 0.0592497-0.0126839j -0.00467595-0.0433327j -0.0592912+0.00601792j -0.0391721-0.00428177j -0.0288673-0.070189j 0.060856+0.0232426j 0.0104047+0.022095j -0.0164567-0.0175995j -0.0395473+0.0160173j 0.0832274+0.044827j -0.0188996-0.0296496j -0.0337683-0.01011j -0.0530087-0.0138837j -0.0528319-0.0440873j -0.0341178-0.0781361j -0.00245756+0.0358631j -0.0211352-0.0930232j -0.0269978+0.0390248j 0.0437272-0.0295786j -0.0370855+0.0540019j -0.074175+0.0227882j 0.0610695+0.0570211j 0.0890565+2.9594e-05j -0.0772762-0.0349407j -0.0120044+0.0693825j 0.0160184+0.113666j 0.0403545-0.0112813j -0.0601157-0.0838268j -0.00860058-0.0163026j 0.012754+0.0543773j 0.0241081-0.0479409j -0.0182674-0.0428317j 0.00351154-0.00508797j -0.0605153+0.0380674j -0.0182498+0.0755689j 0.00263662+0.0341425j 0.070078-0.0112652j -0.00952993+0.0749099j -0.0276944+0.0213875j -0.0942934+0.101236j 0.0685966-0.0133509j -0.0735637-0.0115297j 0.0347173-0.0626566j -0.0166614+0.0585058j 0.00438972-0.0275149j 0.0350079-0.0192888j -0.036104+0.0135298j 0.0271758+0.00492246j 0.0123996-0.0355407j 0.0420658-0.00718667j 0.0149539+0.0369535j -0.00914838+0.0291809j -0.0109554+0.0250241j -0.0186052+0.0136432j 0.00160673+0.0016579j -0.0194599-0.00539123j -0.00671074+0.00715912j 
0.00750458-0.0178888j 0.0176491+0.0132778j -0.0242142-0.0134578j 0.0206266-0.0188243j -0.00494609+0.0308584j -0.0143321+0.0181916j -0.0368478-0.0195016j -0.00738416-0.0300122j -0.0377259-0.0270087j 0.0423885-0.0471554j 0.0085001+0.0120386j 0.00497271+0.0200827j 0.0161564-0.0249522j -0.0480719+0.0363689j -0.0219667-0.0679523j -0.00315671-0.0504012j 0.0290637-0.0068648j 0.029676+0.0244267j -0.0774563+0.0917285j -0.0400252-0.0396462j -0.0123383-0.00373327j 0.0710612+0.00378255j 0.00907757+0.0210734j 0.0438104+0.053585j -0.0437337-0.0168875j 0.00971894-0.0134594j 0.0133723-0.0409119j 0.023343-0.0225683j 0.00902888+0.0733246j -0.0710352-0.0104062j 0.0218365+0.0264338j -0.0976302-0.0198328j 0.0151296+0.0397634j 0.014869+0.00448634j 0.0371993-0.026437j -0.0117148+0.0087187j -0.00865411+0.0375667j -0.0399009+0.0376038j 0.0372651+0.0229144j 0.0210893+0.0153585j 0.0890524-0.00315654j -0.0944202-0.0163653j -0.019141-0.0123714j -0.0664815+0.0972877j 0.0117602+0.0262964j 0.0453101+0.06359j -0.012003+0.0243251j 0.0624955-0.0121239j 0.019141+0.100796j -0.024267-0.00336663j -0.00296358-0.0196156j -0.0509387+0.0267125j -0.0361898-0.0242913j 0.0683087-0.0146953j 0.0195768-0.0588324j 0.00263981+0.0777413j 0.0540899-0.0749335j -0.0016554-0.00500789j -0.0315084+0.00662127j -0.0093277-0.0315966j -0.0264709+0.0930192j 0.027004+0.0130512j 0.0384763-0.0163167j 0.0417012+0.0330083j -0.0551718+0.0761102j -0.0636019-0.0038466j -0.00025438-0.0171393j 0.00872982-0.00989487j -0.0243035+0.000647142j 0.00637267+0.00062572j 
0.00801833+0.0104652j -0.0113502+0.00625355j 0.0243484+0.00256474j 0.00768461-0.0154969j 0.0163694-0.0010871j -0.0148032-0.0161201j 0.0230185-0.0145511j 0.0136708+0.0116755j 0.0273588-0.0114537j 0.0103917+0.0208688j -0.00492171-0.0196515j 0.00936066+0.0117481j 0.000268633+0.00790388j 0.0116501+0.01892j -0.0205324-0.0247057j -0.0134306+0.064913j 0.00685318+0.0231544j 0.0185244+0.040222j 0.0342705-0.0615206j -0.0311793+0.0337345j 0.0481422-0.00145748j -0.0320682+0.0489442j -0.0156244+0.0693236j -0.0370753-0.0096788j 0.0139941+0.0213094j -0.0338351+0.00474716j 0.0152259-0.00437184j -0.0853106+0.0176246j -0.0818173+0.0208077j 0.00290325+0.010262j -0.0357991-0.0408104j 0.0138603+0.105932j 0.0501601-0.0866582j -0.145707+0.046476j -0.0133628+0.079794j -0.100761+0.0300778j 0.0579557-0.0645338j -0.0964871-0.057514j -0.0793421+0.0182048j -0.0673283+0.0894266j -0.0534602-0.0160944j 0.0254843+0.0234299j 0.0767878-0.0145453j -0.0612298-0.00670085j -0.0190961+0.0335059j 0.0226985-0.0200456j -0.00926118+0.036776j 0.0877524-0.134185j 0.106458+0.0993586j -0.0438115+0.0481093j 0.0664023+0.10224j 0.0183096+0.0392662j 0.012104+0.0266913j 0.0203013+0.0277283j 0.0624724+0.0383625j -0.0503462+0.0336j -0.0846073+0.00351914j 0.0115997+0.0920342j -0.0493874+0.0324844j -0.0708671-0.0281797j -0.0358476+0.00908918j 0.0210486-0.017155j -0.0308909-0.00517398j 0.00323781-0.0417092j -0.0129389-0.00516701j -0.0326195-0.0160145j -0.0295431+0.000140803j -0.0159029+0.0207857j 0.0128161+0.000744975j -0.011336-0.0282822j 
-0.00364098+0.0204443j -0.0221808-0.000549708j 0.0163755+0.00406674j -0.0170027-0.0427875j 0.00432482-0.0263569j -0.0362161+0.00791083j 0.0150183-0.0176662j -0.0127308-0.0189152j 0.0297451-0.0437596j -0.0416643+0.0224717j -0.0276706+0.00424585j 0.00928607+0.0303937j 0.0315079+0.0217812j -0.020926-0.00437347j -0.00644541+0.00862761j 0.022441-0.000149639j -0.0283631-0.0951509j -0.00447031-0.0101971j 0.00884029-0.0512964j -0.0279059+0.075964j -0.00989032+0.0183718j 0.0426335+0.00733558j -0.050202+0.0675279j -0.00900863-0.0261927j 0.0447693+0.0964071j 0.0517517+0.0438257j 0.112595-0.0782074j 0.014713-0.0417753j 0.0373201-0.00154259j -0.0362936-0.00508777j 0.0300595+0.0541246j -0.015068+0.00933181j 0.0661826+0.179272j 0.134513-0.0994305j -0.182837+0.154601j 0.00411601-0.042996j -0.149814-0.0423477j -0.0640711+0.141721j 0.182724-0.0143158j 0.0386573+0.0178155j -0.0210503+0.0499494j 0.0513171-0.0900406j -0.0597482+0.0499251j -0.0904913-0.00823967j 0.0226073-0.0172723j 0.0309531+0.0467462j 0.0558959+0.00608578j -0.0952468+0.0481456j -0.0428078-0.0115154j -0.0463426+0.0315549j 0.0658898+0.0623104j 0.0720691-0.0987875j 0.0520404-0.110891j 0.134556-0.0604105j 0.00134393-0.0739411j -0.131327+0.0356214j 0.0691201+0.082782j 0.00550315+0.031697j 0.0653254+0.0228197j 0.00901916-0.0265956j 0.0468542-0.0164007j -0.0754381-0.0770233j -0.0267266-0.00894701j -0.0177494-0.0165155j 0.0179672-0.0174064j -0.0123849-0.0331959j 0.0304383+0.0114244j -0.0411311+0.0227224j 0.0216705-0.0110085j -0.01101-0.0234922j 
