0.0099587-0.0015041j -0.00248203-0.0103337j -0.00144858-0.0063754j 0.00603835-0.00112919j 0.00128917+0.00167601j -0.00288591-0.00318534j -0.00412526+0.00340327j -0.00123942-0.00212894j -0.000653436-0.00029204j 0.00129428+0.00052391j 0.00118154-0.00149056j -0.000205377+0.00569692j 0.00765907-0.00173399j 0.00249315+0.00727634j -0.00160473+0.00174839j 0.00165157+0.000498324j -0.00332352-0.000785941j 0.00127216-0.000241651j 0.00105655+0.00611824j 0.00199514+0.00150787j 0.000894719+0.00451696j 0.000277182-0.00307402j 0.00256642-0.00108247j -0.00321135-0.0045879j 0.00205154+0.00494679j -0.00134062+0.00155769j 0.00113096-0.00232805j 0.00166978+0.00358867j 0.00596821+0.00162132j -0.00210188+0.000482706j -7.00866e-05-7.15101e-05j -0.00181735+0.00546386j -0.00207368-0.00374599j 0.00059723-0.000319656j -0.00409213+0.00184493j -0.00393307-5.28487e-06j 0.000792901+0.000832284j 0.00702337-0.00237837j 0.00629667+0.00143181j -0.000518093-0.00185514j -0.00447083-0.00470922j -0.000590551+5.3424e-05j -0.0037001+0.0022772j -0.0027552+0.00077333j -7.73761e-05-0.00131029j 0.00117784-0.00310848j -0.000429131+0.00190815j 0.00056598-0.000706917j 0.00068404-0.00443371j 0.00330515-0.000230476j 0.00200806-0.00332764j -0.000271757+0.000122518j 0.000713801+0.000589488j -7.63799e-06+0.00168888j -0.00625374-0.00469996j -0.0125866+0.00441132j 0.00703341+0.014843j -0.00627333+0.002283j 0.0028774-0.00723308j -0.000457315-0.00567323j 0.00477322+0.00325415j 0.000426872-0.00296977j 0.00410672+0.00361918j -0.00153231-0.00384521j -0.00486816+0.00817118j -0.00992163-0.00586659j 0.00487824-0.00464725j 0.0150657-0.0173569j 0.0155881+0.0168474j 
-0.00291088+0.000430049j -0.00157657-0.00429391j -0.000401715+0.00361488j -0.000276557+0.00178642j -0.00221485-0.00278433j 0.00277931+0.00467549j 0.00341958-0.0024748j -0.00212363-0.00564798j -0.00183741+0.0065794j 0.00370176+0.000236353j 0.0011018-0.000167688j 0.00387444-0.0041274j -6.58033e-05-0.000217254j 0.00384839+0.00392611j 0.00192824-0.0024204j 0.0100855-0.00351571j -0.0035843+0.00255843j -0.0032825+0.0166024j 0.00370254-0.00594723j 0.00158817+0.000619411j 0.00617998-0.00697299j -0.00449381+8.10804e-05j 0.00143069-0.000245288j 0.00394851+0.00451372j -0.00298297+0.00568017j -0.00234567-0.00192462j -0.00982111-0.00296715j -0.00628321-0.00337272j -0.00615334+0.0123879j -0.00761125-0.00326432j -0.00257651-0.00039145j 0.00427802+0.0032114j -0.00483346-0.0104899j 0.00877316+0.000478051j 0.00809837+0.00402189j -0.00324502+0.00841917j -0.00110852+0.0102518j 0.00188278-0.00520138j -0.00804663+0.00813084j -0.00161967-0.00727479j -0.00165334+0.00356376j -0.00140055-0.000321527j -0.000197862-0.000699577j 0.00183811-0.00241767j -0.00205452-0.00318181j -0.00333622+0.00100129j 0.00127847-0.00157014j 0.000738405-0.000349577j -0.00517845-0.000440017j -0.000368763-0.00622362j 0.00116621-0.00393722j -0.00435469+0.00168917j -0.00382591-0.000227192j 0.000619412+0.00660091j -0.0014214+0.000543355j -0.00137325+0.00218795j -0.00252067+0.000474508j 0.000934546-0.00344621j 0.000970071+0.000639074j 0.000650688+0.000249522j -0.000945556-0.000300927j -0.00034823+0.00387904j 0.00103704-0.00145358j -7.76358e-05+0.00252162j 0.00202892+0.000565731j -0.00344395-0.00109326j -0.000461702+0.00187973j 0.000389972-0.0044488j -0.000727089-0.00164474j 
0.000961794+0.000885037j 0.00171006+9.41256e-05j -0.00361116-0.00289825j 0.00353332+0.00424727j -0.000386781-0.000534406j 0.00666348+0.00194392j 0.0035987+0.00262351j 0.00296797-0.000701175j 0.00261044+0.00444684j 0.0025586+0.00420472j -0.00334192+0.00608127j -0.000764463+0.00697629j -0.00588381+0.00420049j -0.000122125-0.0053195j -0.000781158-1.0616e-05j -0.0044907+0.00614366j 0.00388677+0.00501649j 0.000311837-0.00606452j 0.000289262-0.000530814j -0.00687216-0.00403361j -0.00177567+0.00911818j -0.000680502+0.00885674j 0.00294581-0.000671219j -0.00525182-0.0032393j 0.00181587-0.000745682j 0.00361642-0.00190102j -0.000476647+0.00322253j 0.00599917+0.00380916j -0.0112621-0.0186002j 0.00726888+0.00525001j 0.00271616-0.000838078j -0.00290982+0.00289096j 0.00168134-0.00596352j 0.000753752+0.000881916j 0.00501535-0.00646742j -0.00475972-0.00923827j -0.00325907+0.00125236j -0.000946562-0.00564299j -0.00401917-0.00490351j 0.00470445+0.00262436j 0.000974045-0.00377556j -0.0012525+0.000215345j 0.00218602-7.71122e-06j 0.00498592+0.000856743j 0.00118655-0.00288995j -0.00359317+0.00295788j -0.0069386-0.00538894j -6.54138e-05-0.000508643j -0.00308205-0.00365137j 0.00294112-0.00652406j 0.00210457-0.000972937j 0.00105933+0.00449724j -0.00207918+0.00275161j -0.00351599-0.00143604j 0.000301819+0.00132271j -0.003723+0.00179243j -0.00402404-0.00459157j -0.000249395-0.00180453j 0.000642034-0.0035207j 0.00328201-0.000896282j -0.000712836-0.00786787j -0.00221382-0.00161548j -0.00160339-0.00199756j 0.00248551+0.00363406j 0.000235169+0.00138912j -0.000947089-0.0013428j 0.00178891-0.00259418j -0.000604037-0.000171324j 0.000341439-0.00275618j 
-0.00272794+0.000698752j -0.00378789-0.00161151j -0.000897799-0.00157832j 0.000760577-0.000700338j -0.00069244+0.000195791j 0.00104242-0.00246898j 0.00154121+0.00358042j -0.00214429+0.00590333j 0.00509465+0.00365756j 0.00106147+0.00250648j -0.00401562+0.00149929j -0.00120809+0.00279558j 0.00102516-0.000279253j 0.00398498+0.000900668j 0.00252748+0.00376879j 0.00038369+0.0015345j 0.00550921+0.00160491j -0.00351707+0.00206712j -0.00157312-0.00354875j 0.00314444+0.00332536j 0.00733014+0.00828046j -0.000537736+0.00183013j -0.00430255-0.00395342j 0.000657726+0.00518391j -0.00356687-0.0108846j -0.00032951-0.00438625j -0.000550067+0.000663687j 0.00685001+0.0115627j -0.0039662-0.000182153j 0.00453309-0.0029893j -0.00548187+0.00324202j 0.00647386-0.0129419j -0.000396628+0.00274475j 0.00378199-0.00392849j 0.000517019+0.00801985j -0.00218042-0.011041j 0.00400656-0.00434631j 0.00335362+0.002136j 0.000429884+0.00234586j -0.00932407+0.00622343j -0.00504677-0.000129585j -0.0021343+0.00490987j 0.00211629-0.00158246j 0.00492838-4.51876e-05j -0.00553234-0.000683403j 0.00132607+0.00223036j -0.00149533+0.00332274j -0.000709751+0.00042315j -0.000885885-0.00415417j -0.0016678+0.00870441j -0.00205918-0.00184283j -0.00119425-0.00226553j 0.00128218-0.00234755j -0.00174771+0.00134864j 0.000129613-0.00107148j 0.00637048-0.000911232j 0.00190501+0.000723832j 0.00303702+0.00574284j -0.00198059+0.000875965j 0.00249528+0.00128013j -0.00341223+0.00228414j -0.0028668-0.00248905j 0.00171935-0.000437416j -0.000534969-0.00396749j 0.00125335+0.00290709j -0.000539444+0.00131494j 0.000950605+0.00165804j 0.000729748-0.00420277j -0.00145696+0.00322612j 
0.000478979+0.00436257j -0.00194528+0.00159853j -0.00143094-0.000873477j -0.00329611+0.00210745j 0.00214289+0.00149225j -0.00117697+0.0003705j 0.00304514-0.00441124j 0.0011018-0.00352741j -0.00196625+0.00178642j 0.004694-0.00529565j 0.00729378+0.00563695j -0.00450015-0.00490342j -0.00328034+0.00501589j 0.00231242+0.00149269j 0.00341836-0.00339139j -0.000323277+0.00382116j -0.00829244+0.00534231j 0.00190481+0.00122424j -0.00194665+0.00412267j 0.00805016+0.00730744j 0.0020095+0.00635772j 0.00364854+0.000940939j 0.00162727+0.00179604j -0.0146617-0.00988089j -0.00194268+0.00739181j 0.000863997-0.00190506j 0.00115509+0.00365495j 0.00780464+0.00829662j -0.00593923-0.0098234j -0.00242478+0.00394908j 0.00618732+0.0028175j 0.00880897-0.00180543j 0.00518783+0.000810369j 0.000300504+0.00915693j 0.00867473+0.00520299j 0.00352007+0.00351106j -0.00972142-0.0014103j 0.0019525+2.61811e-06j 0.00196825-0.00315803j -0.00197126+0.00443809j -0.00203413-0.00655545j 0.00489967-0.00428372j -0.00323949-0.000110193j 0.000904473-0.00143815j -0.00866143+2.98049e-05j 0.00179095-0.0019576j -0.00296044-0.00154839j -0.00189953-0.000476713j -0.000206477-0.00129823j 0.00123467-0.000860724j -0.00340872-0.000239565j 0.00189935-0.000281691j -0.00113186-0.00582291j -0.00448505+0.00430456j 0.00165713-0.000413858j 0.00445016-0.00150362j -0.00233064-0.00333456j 0.00282102+0.00125406j -0.00258204+0.00414605j -0.00414637-0.0054767j 0.00145925+0.00274663j -8.33924e-05+0.000939453j -0.000521763-0.000153693j -0.00045685-0.000910487j -0.000598821+0.00131564j 0.00170218+0.00230284j -0.00115707-0.00234127j -0.00145381-0.00529663j 0.000804673+0.00302417j 
0.00195991+0.00131776j -0.00229795+0.00348504j -0.000810893+0.0023524j 0.0013169+0.0027907j -0.00287194-0.00494374j -0.00170043-0.00302263j 0.00362264-0.000910383j -0.00294262+0.0065988j 0.00276225+0.000708196j 0.00357037-0.000545626j 0.00524895-0.000729767j -0.00236744+0.000414102j 0.000397281+0.00157812j 0.000825005-0.00244927j 0.00893437-0.00058096j 0.001512-0.00638669j 0.00373275-0.00212904j -0.00251433-0.00382249j -0.00370219-0.00330087j -0.0008906+0.0021445j -0.00302371+0.0121162j 0.00437176+0.000436566j -0.0129355+0.00213628j 0.0110973+0.00283482j 5.58023e-05-0.00788711j 0.00145013-0.00365827j -0.00938963+0.00281809j 0.00208945+5.4795e-05j 0.0114184+0.000440909j 0.00938546+0.00248051j 0.00335082-0.00884192j 0.00182121+0.00502272j -0.0217069+0.00104816j -0.0201343+0.000313821j 0.00343767+0.00299612j 0.00788178+0.00159876j -0.00718325+0.00682185j -0.002256-0.00236489j 0.00235588-0.000952106j -0.00101989-0.00519302j 0.0120856-0.00423388j 0.00712721-0.00436057j 0.00122886+0.00028593j -0.00764397-0.00181607j -0.00124772-0.00733599j 0.00209816+0.00924294j -0.00126429+0.00211453j 0.00714164-0.00555j 0.00307922-0.00218372j 0.00734066+0.00423061j -0.00113079+0.00271712j 0.000297808-0.00117333j -0.000151452-0.0015818j 0.00294883-0.00207464j -0.00139797+0.00180025j 0.00131762-0.00182984j -0.00257207-0.00109627j -0.00338669+0.00229199j 0.000279705+0.000660427j -0.0007622-0.00257619j 0.00374574-0.00387536j 0.000700064-0.000559493j 0.00248708-0.00179946j 0.0023297-0.0048855j 0.000289653+0.00050202j 0.000934025+0.000302382j -0.00150643-0.000378304j -0.000907575+0.000811991j 0.00155848+0.00337793j 
0.00370606+0.00134308j -6.23684e-05-0.0019483j 0.00214268+0.00330819j 0.00206209-0.000585432j 0.000843502-0.00107885j -0.000808158-0.00188293j -0.00362267+0.00354133j -0.00270714+0.00446738j 0.0047475-0.000209772j 0.00205407+0.00295558j 0.00197016+0.00106984j 0.000345202-0.00327879j 0.0045998+0.0043266j 0.00479214+0.00270931j -0.00401043+0.00413095j -0.00248846-0.00117229j 0.00130334+0.00227134j -0.00414492-0.00257761j -0.00476139-0.00189454j -0.00574158+0.00585524j -0.00304963+0.00427163j 0.00592889+0.00204513j 0.00776428-0.00741141j -0.00246351+0.00105714j -0.00177492-0.00569638j 0.00144555-0.000586113j 0.0061549+0.00248815j 0.00117359+0.00279397j -0.00702815+0.00183993j 0.000727919+0.00110444j -0.00503664-0.00172288j 0.00304065-0.00655168j 0.00931465-0.0103768j 0.00225558-0.00606959j -0.00357424-0.00642351j -0.00399965-0.0041407j -0.00178244-0.00156647j -0.00139875+0.00434445j -0.00642964+0.0083909j -0.00874333-0.006299j -0.001309-0.0013383j -0.00987921+0.00233038j -0.00104116+0.00247688j 0.00362839-0.00478272j 0.00144546+0.00300484j -0.00767814+0.00154913j -0.00314068+0.00422422j 0.000892864+0.000905091j -0.00246646+0.0019723j -0.00136178+0.00128353j -0.00302004-0.00232993j -0.00151869-8.03989e-05j 0.00289184-0.00260783j -0.00355104+0.000736604j 0.00398472-0.00288648j 0.0017925-0.000274854j 0.00199265-0.00210133j -0.000990337+0.00242924j -0.000880626-0.00342796j 0.000569155+0.00179328j -0.00113857+0.00115031j 0.000587802-0.00151972j -0.000687607-0.00111712j 0.000235954-0.00544549j -0.00167132+0.000732386j 0.00250686+0.000197929j 0.00162428+0.0036799j -0.000412764+0.0039963j -0.00187231+0.00119126j 
-0.000812527-0.00186795j -0.00167378-0.00100588j -0.00628393+0.00182987j -0.000164431-0.0013776j -0.00074876-0.00187153j 0.00262754+0.00399703j 0.000456929-0.00115212j 0.00418868+0.000474527j 0.0028112-0.00686999j -0.00326476+0.00302414j -0.00102741-0.00223836j 0.00360501-0.000542544j 0.00619054+0.00497734j -0.00353841+0.00289208j -0.00274785+0.00339226j 0.00771019+0.00130704j 0.00844544-5.32865e-06j -0.00757935-0.00159869j 0.00051054+0.000700133j 0.0016377-0.00204924j 0.000318548+0.000816482j 0.000920067-0.0048631j 0.00888939+0.00451249j 0.00570927+0.0101432j 0.00862119+0.00637232j -0.00178482+0.00620473j 0.000256884-0.00400942j 0.00932969-0.0111609j -0.0138737+0.000195691j -0.00183779-0.00433062j 0.00659942-0.0104697j -0.0018391+0.00189515j 0.0153172-0.00701799j 0.00877808+0.00199574j -0.000986263-0.00235241j -0.00649791+0.00143212j -0.00148986-0.00224649j 0.00516811+0.00301516j 0.00478936-0.00194283j 0.00470097-0.00597587j -0.000903319-0.00214153j 0.00594645-0.00526243j -0.00525447+0.00695377j 0.00312084-0.00246246j 0.000922336+0.000535064j 0.00392989+0.00349731j -0.00357314-0.000681562j 0.00271771-0.0035905j -0.0036146+0.00477717j 0.00774054-0.00868068j 0.00197412+0.000584131j -0.00327597-0.00396899j -0.00174781-0.000725386j -0.0013924+0.00130973j -0.00302961-0.00309423j -0.00583814-0.00487328j 0.00149368-0.00365488j 0.00263439-0.00283292j -0.00187909-0.00385858j -0.00112246-0.00105191j -0.00022329-0.0103584j -0.000117128+0.00104367j 0.00215292+0.000264543j -2.49877e-05-0.00206817j -0.00114484+0.000713851j -0.00117376-0.00395454j 7.34421e-05+0.00135672j 0.000862294-0.000373397j -0.000662616+0.000424798j 
0.000311775+0.00151077j -0.00224234-0.00249265j -2.33477e-05-0.00182577j 0.000845891+0.00480005j -0.00350436-0.00588244j 0.000510945-0.000691562j 0.0082948-0.000302432j 0.000624217+0.00160767j 0.00270824+0.00844051j -0.00110554-0.00944076j 0.00492507+0.00769239j 0.00183466-0.00543131j -0.00356989+0.00781852j -0.0019795+0.00521273j -0.00136264-0.00668568j -8.41816e-05-0.000214982j -0.0060388-0.00608359j 0.00975884+0.00325129j -0.00696618+0.00185739j -0.00480063+0.00425955j 0.00314132-0.00108662j 0.00395182+0.00232616j -0.00338362+0.00277434j -0.0105355-0.00509376j -0.0025084+0.00642973j -0.00698636+0.00256372j -0.0030401-0.000912623j -0.000440092+0.00564008j -0.00890993-0.00377255j -0.00187004-0.0022339j 0.00150022-0.00205514j -0.00436323+0.00194827j -0.00616561+0.00750406j 0.00491555+0.000300734j 0.00542006-0.00516182j -0.00546905-0.0012154j -0.00133291-0.000914627j -0.0060026-0.00451489j -0.000830674+0.000818586j 0.00184255+0.00281949j -0.00106706+0.00125998j -0.00724343-0.00198899j -0.00233584-0.00467278j 0.00278329+0.00147013j 0.000401204-0.00678538j -0.00748114-0.00396173j 0.00349806+0.00283226j 0.00500665-0.00460329j 0.00323368-0.00170621j -0.00314688-0.00145077j -0.00912753+0.00648387j -0.000852869-0.00301754j -0.000393713-0.000947212j 0.00236294-0.00127435j 0.000501349-0.000386202j 0.00212929-0.0010533j -0.00123298-0.000229105j 0.00325084-0.00216898j -0.000378187+0.0032674j -0.00111093-0.00147376j 0.000224174+0.00421207j 0.000738527+0.00164518j 0.00383013+9.49268e-06j 0.0035281-0.000801613j -1.60828e-05+0.00166815j -0.00125245+0.000832548j -0.00237022-0.000126049j 0.00124221-6.17489e-05j -0.00279913+0.00218291j 
0.000155346+0.000333281j -0.00125924+0.000274308j 0.00200874-0.00267194j -0.002315-0.00193708j -0.00267731+0.000115643j 0.00142435+0.00350055j -0.00129043+0.00394538j -0.00132053+0.0023393j -2.58172e-05-0.00953686j -0.00122194+0.00641097j 0.00471019-0.001419j 0.00366189+0.0108726j 0.00951751-0.00452257j -0.00100031-0.00106747j 0.000356245+0.00713641j -0.00861155-0.0116675j 0.00122876+0.000739481j -0.00463477-0.0056j 0.00600678+0.000799468j -0.00318212-0.0119806j -0.000710581-0.00791366j 0.000633749-0.0058779j 0.00297128-0.0011346j -0.00482937+0.0103893j 0.00597668+0.000444306j 0.000861401+5.18654e-05j -0.000491472-0.00676739j 0.00341199+0.00770923j 0.000584382+0.00781799j 0.00767298+0.00344222j 0.000769299+0.00539045j -0.0049456-0.00922221j 0.00244473+0.00365069j 0.00122972+0.00234007j 0.00402384-0.000469382j -0.000677128-0.00468859j -0.00316184+0.00607136j -0.00215307+0.00478573j -0.00294195+0.00312908j 0.00427179+0.00846397j -0.0019843-0.00327888j -0.00243971-0.000326834j -0.00274242-0.00018083j 0.00317188+0.00591682j -0.000210633+0.000668128j -0.00315028-0.00515865j 0.00274552-4.12041e-05j 0.00103859-0.00323847j 0.000138321-0.00378559j 0.000763047-0.00520441j -0.000114251-0.00168485j 0.00208805+0.00110463j -0.0012924-0.000838086j -0.000682044-0.00024599j 0.00252986+0.000149764j -0.000703977+0.0045286j 0.000843175-0.00198411j 0.00358281-0.00450434j 0.000995335+0.00300785j 4.61948e-05-0.00207383j 0.00252194+7.26161e-07j 0.00121297-0.00447809j 0.00139555+0.000290347j 0.000507944+0.00159705j -0.00171203+0.00159341j -0.000166485+0.0043442j -0.000465495-0.00487322j 0.00098103+0.000766091j -0.00029529+0.00259068j 
-0.00215386-0.000430003j -0.00214789+0.00088943j 0.000884198-0.00304982j -6.95125e-05-0.000503549j -0.00116894+0.00119951j 0.00153204+0.00588113j -0.00151758+0.00437043j -0.000840599+0.0035375j -0.00775489+0.00117694j 0.0033371-0.000137921j -0.000473262-0.00202035j 0.00224758+0.00198203j -0.00459145-0.00147619j 0.0039892-0.00746255j 0.00679862-0.00681245j 0.00369257-0.00142617j 0.00726869+0.00246072j -0.0030076-0.00182807j -0.00834738+0.00586069j 0.000462988-0.00630976j 7.70314e-05-0.0015914j -0.00343627+0.00160924j -0.00535416-0.00612952j 0.00785044-0.00932018j -0.0073263+0.000283893j 0.00234173-0.00588403j -0.00467504-0.00754815j -0.00405362+0.00585895j 0.0135767-0.00763869j -0.00902774+0.00795993j 0.000299468+0.00396576j -0.00862103+0.00318036j -0.0104576-0.000811482j -0.0124726+0.0031739j 0.00203549-0.0100297j 0.0033524-0.00370599j -0.00916948+0.00122703j 0.00494162-7.31114e-05j 0.00307133+0.00160619j -0.00350006+0.00335702j 0.00472778+0.0106673j 0.00022235+0.00403902j -0.000212975+0.00323084j 0.00498385+0.00117389j 0.00440122+0.00937362j -0.000880852-0.00227812j 0.00404841+0.00051492j 0.00671289-0.00424796j -0.00400058+0.00322364j -0.000388968+0.00215628j -0.00592972+0.00162246j 0.000296767-0.00194171j 0.00109291-6.70148e-05j 0.00454426-0.00143056j 0.00159157+0.00169606j -0.00016466-0.00111678j -0.000188996+0.000374305j 0.00280651+0.000719778j -0.000164704+0.00145488j 0.00129224-0.00067968j 0.00111173+0.00169164j -0.00444789-0.00358413j 0.00156597+0.00271431j 0.0034161+0.00236635j 0.0023283-0.00131315j -0.001516+0.00255335j 0.000503159+0.00174069j 0.00188488+1.34262e-05j -0.00121325+0.00155719j 
0.00383743+0.000582694j -0.000871418+0.000608438j 0.000243579-0.000139611j -0.0014915-0.00233884j 0.00185468-0.00143866j -6.80857e-05+0.00138017j -0.000902524+0.0011504j 0.000200798+0.000404718j -0.00164726+0.00446492j -0.000318626-0.00728727j -0.0053389+4.46187e-05j 2.63984e-05+0.00167043j 0.00469189+0.00564661j -0.00380184-0.00250183j -0.0024277-0.00458035j 0.00211587+0.00943202j 0.00490947+0.00691126j -0.00243277+0.00345638j 0.000383099-0.00285382j 0.000356117-0.00019892j 0.00401411+0.00634975j 0.00401989-0.00403344j 0.0011017-0.00151308j 0.00189289+0.0045055j -0.00296292+0.00233879j -0.000565451-0.00127575j 0.0103921-0.00274067j -0.000807914-0.00616825j -0.000807967-0.000411966j 0.00163059-0.0118257j -0.00873695+0.0047414j 0.0031423-0.00129743j 0.00287678-0.0109777j 0.0034226-0.00117386j -0.0030216+0.00670171j 0.00181386-0.0054817j -0.00321061+0.00159718j -0.00387153+0.000929512j -0.00636647+0.00272829j -0.00344863-0.00058705j -0.00502664+0.00168471j 0.00233671+0.00444531j -0.00354156-0.000592146j 0.000561211-0.00350892j -0.000258786+0.000723834j -0.00204936+0.00267893j 0.00293378+0.00215304j -0.00595348+0.00340493j -0.000231129-0.00255699j -0.00300225+0.00345331j -0.00357598-0.000503221j 0.00154625-0.00116953j -0.00282002+0.00214703j -0.00145062+0.00569215j 0.00207844-0.00164126j -0.000494089+0.00056303j 0.000581479+0.00204227j -0.00435548+0.00103526j 0.00582275+0.00140406j 0.00287924+0.00455765j 0.00104539-0.000889016j 0.00199128-0.0022374j 0.00210499+0.000526476j -0.000850726-0.000186143j -0.00235118-0.00170741j 0.000468087+0.00195668j 0.00326142-0.000883621j -0.00163257+0.00372591j 0.000711805-0.000567253j 
-0.00242522-0.00264277j 0.000228904-0.00349399j 0.00264806+0.00555576j 0.00209704+0.00141922j -0.000733006-0.00217825j 0.000795873-0.00407884j 0.00231645-0.000668524j -0.00305704-0.00135652j 0.00324077+0.0045882j 0.0012199-0.0010475j -0.000948642+0.000808493j 0.0026957+0.000275524j -0.0057711+0.00203455j 0.00899985+0.00147737j -0.00667852-0.0053173j 0.001583+0.0112338j -0.00914982-0.00604613j 0.00434124-0.00978023j -0.000120397-8.29536e-06j -0.00399954-0.00106863j -0.000678904+0.00511951j -0.00395468+0.00355826j -0.00589102+0.00542638j -0.00808355-0.00180239j -0.00703971-0.00592393j 0.00450386+0.00238128j -0.00230132-0.00564698j -0.00043242-0.00719872j -0.00613109-0.00165684j 0.000834999-0.00430635j -0.00391367-0.00110913j -0.00135799+0.00390005j -2.26393e-05-0.00647205j -0.0102572+0.00135162j -8.18002e-06+0.00409729j -0.000357369+0.00274945j -0.00654044+0.0030684j 0.00767323+0.00137119j -0.00749073-0.00068647j 0.00273787-0.0042662j 0.00544702-0.000214296j -0.0056067-0.0015789j 0.00155402-0.000709495j -0.00125123-0.00204489j 0.00362402-0.00240485j -3.56648e-05-0.00237256j 0.00208196+0.00049054j 0.00348027-9.2998e-05j -0.00565304-0.00132923j 0.000390782-0.00149294j 0.00429225+0.000631207j -0.00213833-8.33433e-05j 0.000913018-0.00214365j 0.00064555-0.00296577j 8.05169e-05+0.000193996j -0.000349156+0.00217559j -0.00335894+0.00309565j 0.00297131-0.000925758j -0.00350576-0.00256307j 0.000159934+0.00292139j 0.000375218+0.00447332j 0.000264934+0.0049307j -0.000723337-0.00285166j -0.000639189+0.000715948j 0.00205487+0.000433625j -0.00249566-0.00171802j -0.00123629+0.00173174j 0.002487-0.000794957j -0.00148227-0.000703625j 
0.000754175-0.00220632j 0.00238657+0.00473672j -0.000184045+0.00073365j 0.0019937-0.00103486j -0.00288034-0.000754073j -0.00696057+0.00373827j -0.00650482-0.00377182j -0.00626523-0.000775682j -0.00463972+0.000881987j -0.0035243-0.00426332j 0.00597249+0.000572831j -0.000579588-0.0109799j -0.00971951+0.00499554j -0.00280652-8.42075e-06j 0.000899702-0.00194751j -0.000474623+0.00390517j -0.00322207-3.31134e-05j -0.0084626-0.00363168j 0.00163201-0.00455283j 0.00104671+0.00196273j -0.00403393+0.00751281j -0.000568265-0.00175425j -0.00558181-0.0037558j -0.00662402-0.00142608j 0.00226563+0.00280586j -0.0105784-0.00414162j 0.000854719-0.00559641j 0.00204947+0.00752598j -0.00251803-0.00498144j 0.00554624-0.00383772j 0.000712323+0.0055581j 0.00293718+0.00164469j -0.00133739-0.00668711j 0.000923462-0.00389655j -0.000395201-0.00485689j 0.00202675+5.82388e-07j 0.00305465-0.00127087j -0.000630107+0.00145609j -0.00340769+0.00467539j -0.00214765-0.00654986j 0.00326364+0.00358102j -0.00191999+0.00212039j 0.000152302-0.000779334j -0.00575587+0.00164014j 0.00385546+0.00218145j -0.0071878-1.71929e-05j 0.00154902-0.00286691j 0.00606554+0.0015976j -0.00132538-0.00466139j 0.00418627-0.00126725j 0.00539219+0.00186082j -0.00143459-0.00487287j 0.000574617-0.000282885j -0.0014987-0.00181056j 0.00352972-0.000861523j 0.00165694+0.000664609j 0.000960775+0.00109698j 0.000914239+0.00517496j 0.00339855+4.00084e-05j 0.000409739-0.00212808j 0.000551402+0.00215512j -0.00223054-0.00425946j 3.13086e-05+0.000732189j 0.000656512-0.000649559j 0.00183007-0.00122774j 0.000464594-0.00028461j -0.00162427+0.000918512j 0.0010462+0.000810387j 0.00162546-0.00107504j 
-0.0006577-0.00207772j 0.00113759+0.00140242j -0.00129911-0.00352395j 0.000614955-0.000364501j -0.000689427+0.000699102j -0.00148743-0.0035625j -0.00222655+0.00446454j -0.00177277+0.00189199j -0.00348082+0.00779523j -0.00584997-0.00448509j 0.000464325+0.000277202j -0.00285378+0.00221644j 0.00508374-0.000959176j 0.00197019-0.00631435j 3.87477e-05-0.00496588j -0.00268988+0.00301698j -0.00559757-0.00200844j -0.00446592-0.00552614j 0.00299686+0.00620413j -0.00184376+0.00146514j 0.00310663+0.00298569j -0.0115936+0.00114974j 0.00447591+0.00646553j 0.00982342-0.0038209j 0.00740928+0.00239876j 0.0032246-0.0111477j -0.00224125+0.00215232j -0.00896239-0.00521077j 0.00803749-0.0143668j -0.00968104+0.0118403j -0.00214847-0.00592483j -0.00134189+0.00448436j 0.00378264+0.0133783j 0.00516191+0.00850052j 0.00874071-0.00962395j 0.00498451-0.00469152j 0.00142968+0.00293564j 0.00225664-0.00446557j -0.00139434-0.00157507j -0.00876669+0.00102273j 0.00261965-0.00847706j -0.00865256-0.00551936j -0.00302144-0.001672j 0.00350548+0.00474652j 8.38713e-05-0.00415931j -9.20609e-05-0.00152679j 0.00586051+0.000429128j -0.00341399-0.00478522j 5.12987e-06-0.000864294j -0.00711601-0.00353292j 0.00483159+0.00715951j -0.000979396-0.0030437j -0.00260207+0.00183082j -0.00551863-0.00559894j -0.00309329-0.00587034j 0.00317037+0.000142618j 0.00559524+0.00293741j -0.00431794-0.00382031j 0.00157088+0.000190198j 0.00357221+0.00509822j -0.00518933+0.00229155j -0.00225939-9.59178e-05j -0.000336902-0.00239905j -0.00340311-0.000749856j -0.00141941+0.00197505j 0.0027684-0.000315212j -0.000180077+8.66858e-06j 4.35333e-05-2.65506e-05j -1.84351e-05-0.000776907j 
